row_id,image_path_flat,image_path,attribute,caption_raw,caption_norm,panelist,session_date,year_folder,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code
22620,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Profumo,intenso ma con note da tostatura e leggerm. insilati,intenso ma con note da tostatura e leggerm. insilati,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22623,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Profumo,"trovo del brodo vegetale, su note cotte","trovo del brodo vegetale, su note cotte",TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22624,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Profumo,2 porzioni su 4 con leggero odore negativo,2 porzioni su 4 con leggero odore negativo,Q_02,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22625,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Profumo,molto pannoso,molto pannoso,TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22628,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Sapore,"dolce sapido, umami e piccantezza ok, sensazione quasi rinfrescante","dolce sapido, umami e piccantezza ok, sensazione quasi rinfrescante",TG_20,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22629,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Sapore,piccante,piccante,TG_11,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22633,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Sapore,equilibrato con forse leggera sapidit',equilibrato con forse leggera sapidit,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22634,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Sapore,piccante;acido,piccante;acido,TG_05,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22636,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Sapore,"amaro, non dolce","amaro, non dolce",TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22637,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Sapore,2 porzioni leggermente amare,2 porzioni leggermente amare,Q_02,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22638,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Sapore,"leggermente salato e piccante, ma senza disturbare","leggermente salato e piccante, ma senza disturbare",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22641,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Aroma,"latte cotto, burro cotto, non particolarmente complesso, latte uht","latte cotto, burro cotto, non particolarmente complesso, latte uht",TG_20,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22643,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Aroma,burro,burro,TG_08,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22644,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Aroma,panna un po da nostrano,panna un po da nostrano,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22646,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Aroma,"burro, brodo","burro, brodo",TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22649,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Aroma,stalla,stalla,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22652,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Aroma,"burro e panna, brodo","burro e panna, brodo",TG_14,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22654,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Texture,"umido, cedevole, poco solubile","umido, cedevole, poco solubile",TG_20,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22657,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Texture,pastoso poca grana qualche cristallo,pastoso poca grana qualche cristallo,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22659,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Texture,"patoso e burroso/unto, bei granuli","patoso e burroso/unto, bei granuli",TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22662,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Texture,"morbido, ma friabile quel minimo","morbido, ma friabile quel minimo",TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22664,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Texture,"compatto non troppo friabile, da grana fresco","compatto non troppo friabile, da grana fresco",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22665,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Texture,"abbastanza morbida, sottile, leggermente asciutta, solubile","abbastanza morbida, sottile, leggermente asciutta, solubile",TG_14,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22667,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Spessore della Crosta,Piatti e scalzo sfumati media 10mm Spigoli da 22mm,Piatti e scalzo sfumati media 10mm Spigoli da 22mm,Q_02,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22668,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Spessore della Crosta,13 più evidente su un piatto e angoli,13 più evidente su un piatto e angoli,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22670,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Spessore della Crosta,Ovunque superiore ai 10 mm,Ovunque superiore ai 10 mm,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22675,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Spessore della Crosta,Spessore regolare nella media,Spessore regolare nella media,TG_14,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22676,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Spessore della Crosta,11 più intenso sotto uno scalzo,11 più intenso sotto uno scalzo,TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22678,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Spessore della Crosta,Superiore  a 11 mm,Superiore a 11 mm,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22679,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Spessore della Crosta,Abbastanza spesso,Abbastanza spesso,TG_35,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22680,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Struttura della Pasta,Qualche occhiettino  Struttura regolare grossa,Qualche occhiettino Struttura regolare grossa,Q_02,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22681,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Struttura della Pasta,Grana fine ma tendente con striature centrali frattura sa scaglie,Grana fine ma tendente con striature centrali frattura sa scaglie,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22683,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Struttura della Pasta,"Microcchiatura diffusa, discreta. Buon taglio. Grana lievemente disomogenea, stiratina al centro","Microcchiatura diffusa, discreta. Buon taglio. Grana lievemente disomogenea, stiratina al centro",TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22686,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Struttura della Pasta,Un lato presenta una spugnatura più evidente,Un lato presenta una spugnatura più evidente,TG_11,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22687,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Struttura della Pasta,"Zone legg stirate, una zona con microocch","Zone legg stirate, una zona con microocch",TG_12,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22688,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Struttura della Pasta,"Grandiosa, abbastanza regolare, presenza di micro occhiature","Grandiosa, abbastanza regolare, presenza di micro occhiature",TG_14,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22689,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Struttura della Pasta,"Qualche occhiatura in metà forma,area centrale leggermente stirata","Qualche occhiatura in metà forma,area centrale leggermente stirata",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22690,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Struttura della Pasta,Bella frattura  ma grana  non omogenea e a tratti  stirata,Bella frattura ma grana non omogenea e a tratti stirata,TG_20,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22691,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Struttura della Pasta,"Microocchiatura molto forte, stirata leggermente","Microocchiatura molto forte, stirata leggermente",TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22694,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Colore della Pasta,Abbastanza uniforme tendente leggero al grigio,Abbastanza uniforme tendente leggero al grigio,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22696,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Colore della Pasta,Pochetto disomogenea,Pochetto disomogenea,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22701,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Colore della Pasta,Giallo uniforme non carico,Giallo uniforme non carico,TG_14,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22702,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Colore della Pasta,Abbastanza carico e omogeneo,Abbastanza carico e omogeneo,TG_19,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22703,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Colore della Pasta,"Più carico  al centro, lieve ispessimento  della crosta su un piatto","Più carico al centro, lieve ispessimento della crosta su un piatto",TG_20,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22704,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Colore della Pasta,Piuttosto variabile con aree molto arancione  verso gli scalzi,Piuttosto variabile con aree molto arancione verso gli scalzi,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22705,data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,Colore della Pasta,Acconciatura presente solo su un lato della forma circa 1mm,Acconciatura presente solo su un lato della forma circa 1mm,TG_35,2018-10-10,2018-2019_Trentingrana,6,,Fetta,2,a,TN_307,C0E
22706,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Profumo,nota animale quasi sporca e note aromatiche tipiche dei formaggi svizzeri tipo sbrinz,nota animale quasi sporca e note aromatiche tipiche dei formaggi svizzeri tipo sbrinz,TG_20,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22708,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Profumo,"latte, burro fuso, burro","latte, burro fuso, burro",TG_08,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22711,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Profumo,"grana intenso con tostatura e note florali, miele","grana intenso con tostatura e note florali, miele",TG_24,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22713,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Profumo,"lattico cotto, burro ve leggero tostato","lattico cotto, burro ve leggero tostato",TG_35,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22714,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Profumo,"leggero. pane, latte anche fresco, burro. peccato che poco intenso","leggero. pane, latte anche fresco, burro. peccato che poco intenso",TG_04,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22716,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Profumo,"all apertura del barattolino profumo fruttato e vanigliato, molto particolare, poi alla rottura dei pezzi piu panna e lattici freschi, uno non cosi buono","all apertura del barattolino profumo fruttato e vanigliato, molto particolare, poi alla rottura dei pezzi piu panna e lattici freschi, uno non cosi buono",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22717,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Profumo,fruttato,fruttato,TG_14,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22719,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Sapore,"dolcezza percepita elevata, poco piccante, bell-umami e sapidit' ok","dolcezza percepita elevata, poco piccante, bell-umami e sapidit' ok",TG_20,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22720,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Sapore,manca la componente salata,manca la componente salata,TG_11,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22721,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Sapore,molto equilibrata,molto equilibrata,TG_08,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22723,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Sapore,dolce percepibile,dolce percepibile,TG_12,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22724,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Sapore,@sciapo.... e amaro....,@sciapo.... e amaro....,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22726,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Sapore,bassa sapidita' poca persistenza,bassa sapidita' poca persistenza,TG_35,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22727,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Sapore,trovo anche del dolce,trovo anche del dolce,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22729,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Sapore,"abbastanza equilibrio, umami un po di piu","abbastanza equilibrio, umami un po di piu",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22730,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Sapore,umami un po' carico ma dolce percepibile,umami un po' carico ma dolce percepibile,TG_14,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22732,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Aroma,equilibrato ma non molto caratteristico,equilibrato ma non molto caratteristico,TG_20,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22734,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Aroma,"burro, mela","burro, mela",TG_08,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22735,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Aroma,cotto,cotto,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22737,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Aroma,strano non piacevole,strano non piacevole,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22742,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Aroma,"erbe amare particolarmente in un pezzo, tostato deciso, animale","erbe amare particolarmente in un pezzo, tostato deciso, animale",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22743,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Aroma,note di frutta e brodo,note di frutta e brodo,TG_14,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22745,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Texture,granulosa ma un po legata,granulosa ma un po legata,TG_20,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22746,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Texture,leggermente farinoso,leggermente farinoso,TG_11,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22748,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Texture,morbido poco granuloso qualche cris poco sol,morbido poco granuloso qualche cris poco sol,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22749,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Texture,legg gommoso,legg gommoso,TG_12,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22750,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Texture,troppo pastoso.....non solubile,troppo pastoso.....non solubile,TG_24,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22753,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Texture,immaturo. non friabile ma non particolarmente umido. microstruttura grossolana,immaturo. non friabile ma non particolarmente umido. microstruttura grossolana,TG_04,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22755,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Texture,"molto compatto, non friabile, no cristalli, poco solubile, non caratteristico","molto compatto, non friabile, no cristalli, poco solubile, non caratteristico",TG_19,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22756,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Texture,"moderatamente duro, asciutto, microstruttura fine, solubile, pochi cristalli","moderatamente duro, asciutto, microstruttura fine, solubile, pochi cristalli",TG_14,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22758,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Spessore della Crosta,Sfumata  Media scalzo e piatti 10mm  Spigolo 20mm,Sfumata Media scalzo e piatti 10mm Spigolo 20mm,Q_02,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22759,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Spessore della Crosta,12,12,Q_09,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
22766,data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P5a_319_grana.bmp,Spessore della Crosta,"Grana fine, regolare, piccole occhiature al centro","Grana fine, regolare, piccole occhiature al centro",TG_14,2018-10-10,2018-2019_Trentingrana,6,,Grana,5,a,TN_319,C0M
