row_id,image_path_flat,image_path,attribute,caption_raw,caption_norm,panelist,session_date,year_folder,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code,caption_pre,dedup_key
30663,data/images_flat/2018-2019_Trentingrana__2019-03-26__P3a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P3a_307_fetta.bmp,Colore della Pasta,"Leggermente più carico al centro ma generalmente poco carico, presenza importante di grani di tirosina","Leggermente più carico al centro ma generalmente poco carico, presenza importante di grani di tirosina",TG_20,2019-03-26,2018-2019_Trentingrana,27,,Fetta,3,a,TN_307,C0E,"Leggermente più carico al centro ma generalmente poco carico, presenza importante di grani di tirosina",Colore della Pasta::leggermente più carico al centro ma generalmente poco carico presenza importante di grani di tirosina
30664,data/images_flat/2018-2019_Trentingrana__2019-03-26__P3a_307_fetta.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P3a_307_fetta.bmp,Colore della Pasta,Tende al chiaro e all uniforme,Tende al chiaro e all uniforme,TG_26,2019-03-26,2018-2019_Trentingrana,27,,Fetta,3,a,TN_307,C0E,Tende al chiaro e all uniforme,Colore della Pasta::tende al chiaro e all uniforme
30665,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Profumo,"burro fuso, butirrico intensità moderata, tostato forte intensità leggera/moderata; ATTENZIONE una porzione ha pure un occhio da fermentazione butirrica","burro fuso, butirrico intensità moderata, tostato forte intensità leggera/moderata; ATTENZIONE una porzione ha pure un occhio da fermentazione butirrica",Q_02,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"burro fuso, butirrico intensità moderata, tostato forte intensità leggera/moderata; ATTENZIONE una porzione ha pure un occhio da fermentazione butirrica",Profumo::burro fuso butirrico intensità moderata tostato forte intensità leggera/moderata attenzione una porzione ha pure un occhio da fermentazione butirrica
30666,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Profumo,all'apertura negativo (sporco fermentato) poi non si sente,all'apertura negativo (sporco fermentato) poi non si sente,Q_09,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,all'apertura negativo (sporco fermentato) poi non si sente,Profumo::all'apertura negativo (sporco fermentato) poi non si sente
30667,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Profumo,leggerissimo,leggerissimo,TG_04,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,leggerissimo,Profumo::leggerissimo
30668,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Profumo,burro sciolto e brodo,burro sciolto e brodo,TG_11,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,burro sciolto e brodo,Profumo::burro sciolto e brodo
30669,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Profumo,niente di particolare,niente di particolare,TG_14,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,niente di particolare,Profumo::niente di particolare
30670,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Profumo,"nota inizialmente nota fermentata, frutta fermentata, crosta di formaggio, formaggio vecchio, comunque presente la nota lattica e di glutammato","nota inizialmente nota fermentata, frutta fermentata, crosta di formaggio, formaggio vecchio, comunque presente la nota lattica e di glutammato",TG_20,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"nota inizialmente nota fermentata, frutta fermentata, crosta di formaggio, formaggio vecchio, comunque presente la nota lattica e di glutammato",Profumo::nota inizialmente nota fermentata frutta fermentata crosta di formaggio formaggio vecchio comunque presente la nota lattica e di glutammato
30672,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Sapore,acido amaro intensità leggera/moderata,acido amaro intensità leggera/moderata,Q_02,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,acido amaro intensità leggera/moderata,Sapore::acido amaro intensità leggera/moderata
30673,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Sapore,salato leg piccante,salato leg piccante,Q_09,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,salato leggermente piccante,Sapore::salato leggermente piccante
30674,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Sapore,niente sovrasta. delicato,niente sovrasta. delicato,TG_04,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,niente sovrasta. delicato,Sapore::niente sovrasta delicato
30675,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Sapore,piuttosto insapore,piuttosto insapore,TG_11,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,piuttosto insapore,Sapore::piuttosto insapore
30676,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Sapore,gusti equilibrati e no piccante,gusti equilibrati e no piccante,TG_14,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,gusti equilibrati e no piccante,Sapore::gusti equilibrati e no piccante
30677,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Sapore,"sapidit' medio elevata, piccantezza marcata, lieve nota rinfrescante","sapidit' medio elevata, piccantezza marcata, lieve nota rinfrescante",TG_20,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"sapidità' medio elevata, piccantezza marcata, lieve nota rinfrescante",Sapore::sapidità' medio elevata piccantezza marcata lieve nota rinfrescante
30678,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Sapore,acido,acido,TG_26,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,acido,Sapore::acido
30679,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Aroma,tostato leggero,tostato leggero,Q_02,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,tostato leggero,Aroma::tostato leggero
30680,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Aroma,poco intenso ma non difetti,poco intenso ma non difetti,Q_09,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,poco intenso ma non difetti,Aroma::poco intenso ma non difetti
30682,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Aroma,crosta di formaggio&pasta cotta,crosta di formaggio&pasta cotta,TG_11,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,crosta di formaggio&pasta cotta,Aroma::crosta di formaggio&pasta cotta
30683,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Aroma,leggero sentore di formaggio cotto,leggero sentore di formaggio cotto,TG_14,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,leggero sentore di formaggio cotto,Aroma::leggero sentore di formaggio cotto
30684,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Aroma,"poco caratteristico, stantio, formaggio passato, presente comunque la nota lattica di burro fuso","poco caratteristico, stantio, formaggio passato, presente comunque la nota lattica di burro fuso",TG_20,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"poco caratteristico, stantio, formaggio passato, presente comunque la nota lattica di burro fuso",Aroma::poco caratteristico stantio formaggio passato presente comunque la nota lattica di burro fuso
30685,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Aroma,"propionico, non positivo","propionico, non positivo",TG_26,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"propionico, non positivo",Aroma::propionico non positivo
30686,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Texture,granuli di tirosina molto percepibili;solubilità e friabilità moderatamente scarse,granuli di tirosina molto percepibili;solubilità e friabilità moderatamente scarse,Q_02,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,granuli di tirosina molto percepibili;solubilità e friabilità moderatamente scarse,Texture::granuli di tirosina molto percepibili solubilità e friabilità moderatamente scarse
30687,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Texture,morbido con tanti piccoli cristalli  poco solub lascia residuo sabbioso,morbido con tanti piccoli cristalli poco solub lascia residuo sabbioso,Q_09,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,morbido con tanti piccoli cristalli poco solub lascia residuo sabbioso,Texture::morbido con tanti piccoli cristalli poco solub lascia residuo sabbioso
30688,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Texture,"troppo morbido, ciononostante riesce a frantumarsi. nessun cristallo","troppo morbido, ciononostante riesce a frantumarsi. nessun cristallo",TG_04,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"troppo morbido, ciononostante riesce a frantumarsi. nessun cristallo",Texture::troppo morbido ciononostante riesce a frantumarsi nessun cristallo
30689,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Texture,"microstruttura finissima, pi\ttosto morbido, pochi cristalli","microstruttura finissima, pi\ttosto morbido, pochi cristalli",TG_11,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"microstruttura finissima, più\ttosto morbido, pochi cristalli",Texture::microstruttura finissima più\ttosto morbido pochi cristalli
30690,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Texture,"abbastanza duro, granulare, migrostruttura grossolana, poco solubile, asciutto","abbastanza duro, granulare, migrostruttura grossolana, poco solubile, asciutto",TG_14,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"abbastanza duro, granulare, migrostruttura grossolana, poco solubile, asciutto",Texture::abbastanza duro granulare migrostruttura grossolana poco solubile asciutto
30691,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Texture,"mediamente asciutta, granulosa ma poco solubile, risulta quasi sabbiosa","mediamente asciutta, granulosa ma poco solubile, risulta quasi sabbiosa",TG_20,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"mediamente asciutta, granulosa ma poco solubile, risulta quasi sabbiosa",Texture::mediamente asciutta granulosa ma poco solubile risulta quasi sabbiosa
30693,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Spessore della Crosta,Media 11mm,Media 11mm,Q_02,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Media,Spessore della Crosta::media
30694,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Spessore della Crosta,Colore sfondo molto carico,Colore sfondo molto carico,Q_09,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Colore sfondo molto carico,Spessore della Crosta::colore sfondo molto carico
30695,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Spessore della Crosta,"Limite della crosta sfumato, spessa.","Limite della crosta sfumato, spessa.",TG_04,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"Limite della crosta sfumato, spessa.",Spessore della Crosta::limite della crosta sfumato spessa
30698,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Spessore della Crosta,Spesso,Spesso,TG_20,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Spesso,Spessore della Crosta::spesso
30699,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Spessore della Crosta,Non uniforme ma sui piatti molto sottile,Non uniforme ma sui piatti molto sottile,TG_26,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Non uniforme ma sui piatti molto sottile,Spessore della Crosta::non uniforme ma sui piatti molto sottile
30700,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Struttura della Pasta,Microocchiatura  Granulosa non omogenea  Disomogenea,Microocchiatura Granulosa non omogenea Disomogenea,Q_02,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Microocchiatura Granulosa non omogenea Disomogenea,Struttura della Pasta::microocchiatura granulosa non omogenea disomogenea
30701,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Struttura della Pasta,Frattura  grana regolari ma occhio dav2 cm è fitta Microcchiature nel centro e 2 o 3 strappi,Frattura grana regolari ma occhio dav2 cm è fitta Microcchiature nel centro e 2 o 3 strappi,Q_09,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Frattura grana regolari ma occhio dav2 cm è fitta Microcchiature nel centro e 2 o 3 strappi,Struttura della Pasta::frattura grana regolari ma occhio dav2 cm è fitta microcchiature nel centro e 2 o 3 strappi
30702,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Struttura della Pasta,Microocchiatura ed occhio. Spacchi. Frattura molto buona.  La grana sarebbe anche regolare seppur non fine,Microocchiatura ed occhio. Spacchi. Frattura molto buona. La grana sarebbe anche regolare seppur non fine,TG_04,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Microocchiatura ed occhio. Spacchi. Frattura molto buona. La grana sarebbe anche regolare seppur non fine,Struttura della Pasta::microocchiatura ed occhio spacchi frattura molto buona la grana sarebbe anche regolare seppur non fine
30704,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Struttura della Pasta,"Frattura abbastanza regolare, zone spugnose con occhiatura fitta  e grossa bolla,","Frattura abbastanza regolare, zone spugnose con occhiatura fitta e grossa bolla,",TG_14,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"Frattura abbastanza regolare, zone spugnose con occhiatura fitta e grossa bolla,",Struttura della Pasta::frattura abbastanza regolare zone spugnose con occhiatura fitta e grossa bolla
30705,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Struttura della Pasta,"Granulosa con una bella frattura, presenza localizzata di microocchiatura e di occhio più grande, due piccole fratture","Granulosa con una bella frattura, presenza localizzata di microocchiatura e di occhio più grande, due piccole fratture",TG_20,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"Granulosa con una bella frattura, presenza localizzata di microocchiatura e di occhio più grande, due piccole fratture",Struttura della Pasta::granulosa con una bella frattura presenza localizzata di microocchiatura e di occhio più grande due piccole fratture
30706,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Struttura della Pasta,Fessure grande occhio due  zone spugna,Fessure grande occhio due zone spugna,TG_26,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Fessure grande occhio due zone spugna,Struttura della Pasta::fessure grande occhio due zone spugna
30707,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Colore della Pasta,Carico al centro,Carico al centro,Q_02,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Carico al centro,Colore della Pasta::carico al centro
30708,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Colore della Pasta,Molto carico e forse 1 macchia rosata,Molto carico e forse 1 macchia rosata,Q_09,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Molto carico e forse 1 macchia rosata,Colore della Pasta::molto carico e forse 1 macchia rosata
30709,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Colore della Pasta,"Carico, maggiormente  al centro","Carico, maggiormente al centro",TG_04,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"Carico, maggiormente al centro",Colore della Pasta::carico maggiormente al centro
30710,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Colore della Pasta,Saturo,Saturo,TG_11,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Saturo,Colore della Pasta::saturo
30711,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Colore della Pasta,Giallo chiaro con alone più carico e sfumatura rosa nelle aree spugnose,Giallo chiaro con alone più carico e sfumatura rosa nelle aree spugnose,TG_14,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Giallo chiaro con alone più carico e sfumatura rosa nelle aree spugnose,Colore della Pasta::giallo chiaro con alone più carico e sfumatura rosa nelle aree spugnose
30712,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Colore della Pasta,"Non omogeneo, eccessivamente carico al centro","Non omogeneo, eccessivamente carico al centro",TG_20,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,"Non omogeneo, eccessivamente carico al centro",Colore della Pasta::non omogeneo eccessivamente carico al centro
30713,data/images_flat/2018-2019_Trentingrana__2019-03-26__P5b_330_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P5b_330_grana.bmp,Colore della Pasta,Scuro non uniforme,Scuro non uniforme,TG_26,2019-03-26,2018-2019_Trentingrana,27,,Grana,5,b,TN_330,C0Q,Scuro non uniforme,Colore della Pasta::scuro non uniforme
30714,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Profumo,disomogeneo tra i diversi pezzi da latte acidificato a formaggio stagionato latte cotto intensità moderata,disomogeneo tra i diversi pezzi da latte acidificato a formaggio stagionato latte cotto intensità moderata,Q_02,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,disomogeneo tra i diversi pezzi da latte acidificato a formaggio stagionato latte cotto intensità moderata,Profumo::disomogeneo tra i diversi pezzi da latte acidificato a formaggio stagionato latte cotto intensità moderata
30715,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Profumo,all'inizio teli sporchi,all'inizio teli sporchi,Q_09,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,all'inizio teli sporchi,Profumo::all'inizio teli sporchi
30716,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Profumo,"intensità buona, una nota di cuoio su base di burro e panna","intensità buona, una nota di cuoio su base di burro e panna",TG_04,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,"intensità buona, una nota di cuoio su base di burro e panna",Profumo::intensità buona una nota di cuoio su base di burro e panna
30717,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Profumo,brodo,brodo,TG_11,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,brodo,Profumo::brodo
30718,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Profumo,"cotto, leggermente ossidato, burro fuso","cotto, leggermente ossidato, burro fuso",TG_14,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,"cotto, leggermente ossidato, burro fuso",Profumo::cotto leggermente ossidato burro fuso
30719,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Profumo,"delicato, crosta di formaggio, burro cotto, lieve nota di nostrano","delicato, crosta di formaggio, burro cotto, lieve nota di nostrano",TG_20,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,"delicato, crosta di formaggio, burro cotto, lieve nota di nostrano",Profumo::delicato crosta di formaggio burro cotto lieve nota di nostrano
30721,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Sapore,acidità (in negativo) intensità leggera,acidità (in negativo) intensità leggera,Q_02,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,acidità (in negativo) intensità leggera,Sapore::acidità (in negativo) intensità leggera
30722,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Sapore,salato,salato,Q_09,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,salato,Sapore::salato
30723,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Sapore,pungente. amaro. il tutto non in eccesso,pungente. amaro. il tutto non in eccesso,TG_04,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,pungente. amaro. il tutto non in eccesso,Sapore::pungente amaro il tutto non in eccesso
30724,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Sapore,amaro,amaro,TG_11,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,amaro,Sapore::amaro
30725,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Sapore,molto salato e leggemrente piccante,molto salato e leggemrente piccante,TG_14,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,molto salato e leggemrente piccante,Sapore::molto salato e leggemrente piccante
30726,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Sapore,"dolce sapido con umami medio, piccantezza contenuta, abbastanza equilibrato","dolce sapido con umami medio, piccantezza contenuta, abbastanza equilibrato",TG_20,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,"dolce sapido con umami medio, piccantezza contenuta, abbastanza equilibrato",Sapore::dolce sapido con umami medio piccantezza contenuta abbastanza equilibrato
30727,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Sapore,piccante sbilanciato e salato troppo,piccante sbilanciato e salato troppo,TG_26,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,piccante sbilanciato e salato troppo,Sapore::piccante sbilanciato e salato troppo
30728,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Aroma,"tostato, latte cotto intensità leggera","tostato, latte cotto intensità leggera",Q_02,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,"tostato, latte cotto intensità leggera",Aroma::tostato latte cotto intensità leggera
30729,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Aroma,panna,panna,Q_09,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,panna,Aroma::panna
30731,data/images_flat/2018-2019_Trentingrana__2019-03-26__P1a_302_grana.bmp,data/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P1a_302_grana.bmp,Aroma,crosta di formaggio,crosta di formaggio,TG_11,2019-03-26,2018-2019_Trentingrana,27,,Grana,1,a,TN_302,C0A,crosta di formaggio,Aroma::crosta di formaggio
