image_path,attribute,caption,caption_sentence
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5b_326_fetta.bmp,Spessore della Crosta,Crosta molto sottile e ben distinta.,La crosta del formaggio è molto sottile e ben distinta.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5b_326_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5b_326_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2b_305_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2b_305_grana.bmp,Spessore della Crosta,"Crosta molto sottile, con spessore maggiore negli angoli e sullo scalzo.","La crosta del formaggio è molto sottile, con spessore maggiore negli angoli e sullo scalzo."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2b_305_grana.bmp,Spessore della Crosta,"Crosta a tratti molto sottile, con spessore medio nel complesso.","La crosta del formaggio è a tratti molto sottile, con spessore medio nel complesso."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2b_305_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2b_305_grana.bmp,Spessore della Crosta,Crosta con spigoli pronunciati su un lato.,La crosta del formaggio presenta spigoli pronunciati su un lato.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5a_326_fetta.bmp,Spessore della Crosta,Crosta molto sottile e ben distinta.,La crosta del formaggio è molto sottile e ben distinta.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5a_326_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5a_326_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3b_311_grana.bmp,Spessore della Crosta,Crosta sfumata con parte piatta molto sottile e scalzo mediamente spesso.,La crosta del formaggio è sfumata con parte piatta molto sottile e scalzo mediamente spesso.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3b_311_grana.bmp,Spessore della Crosta,Crosta mediamente spessa sullo scalzo e agli angoli.,La crosta del formaggio è mediamente spessa sullo scalzo e agli angoli.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3b_311_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3b_311_grana.bmp,Spessore della Crosta,"Crosta sottoscritta, intenso.","La crosta del formaggio è sottoscritta, intenso."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3b_311_grana.bmp,Spessore della Crosta,"Crosta molto spessa, di colore molto scuro, con spigoli pronunciati.","La crosta del formaggio è molto spessa, di colore molto scuro, con spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2a_305_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2a_305_grana.bmp,Spessore della Crosta,"Crosta molto sottile, con spessore maggiore negli angoli e sullo scalzo.","La crosta del formaggio è molto sottile, con spessore maggiore negli angoli e sullo scalzo."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2a_305_grana.bmp,Spessore della Crosta,"Crosta a tratti molto sottile, con spessore medio nel complesso.","La crosta del formaggio è a tratti molto sottile, con spessore medio nel complesso."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2a_305_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2a_305_grana.bmp,Spessore della Crosta,Crosta con spigoli pronunciati su un lato.,La crosta del formaggio presenta spigoli pronunciati su un lato.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P1b_302_grana.bmp,Spessore della Crosta,"Crosta mediamente spessa con spigoli molto accentuati, limite con la pasta poco distinguibile.","La crosta del formaggio è mediamente spessa con spigoli molto accentuati, limite con la pasta poco distinguibile."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P1b_302_grana.bmp,Spessore della Crosta,Crosta con parti piatte ben definite.,La crosta del formaggio presenta parti piatte ben definite.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P1b_302_grana.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P4b_319_grana.bmp,Spessore della Crosta,Crosta sfumata con spessore sottile.,La crosta del formaggio è sfumata con spessore sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P4b_319_grana.bmp,Spessore della Crosta,"Crosta di spessore variabile: sottile nella parte piatta, più spessa nell'altro lato.","La crosta del formaggio è di spessore variabile: sottile nella parte piatta, più spessa nell'altro lato."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P4b_319_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P6b_330_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P6b_330_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P6b_330_fetta.bmp,Spessore della Crosta,Crosta leggermente spessa.,La crosta del formaggio è leggermente spessa.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P6a_330_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P6a_330_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P6a_330_fetta.bmp,Spessore della Crosta,Crosta leggermente spessa.,La crosta del formaggio è leggermente spessa.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P4a_319_grana.bmp,Spessore della Crosta,Crosta sfumata con spessore sottile.,La crosta del formaggio è sfumata con spessore sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P4a_319_grana.bmp,Spessore della Crosta,"Crosta di spessore variabile: sottile nella parte piatta, più spessa nell'altro lato.","La crosta del formaggio è di spessore variabile: sottile nella parte piatta, più spessa nell'altro lato."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P4a_319_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2b_305_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2b_305_fetta.bmp,Spessore della Crosta,"Crosta molto sottile, con spessore maggiore negli angoli e sullo scalzo.","La crosta del formaggio è molto sottile, con spessore maggiore negli angoli e sullo scalzo."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2b_305_fetta.bmp,Spessore della Crosta,"Crosta a tratti molto sottile, con spessore medio nel complesso.","La crosta del formaggio è a tratti molto sottile, con spessore medio nel complesso."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2b_305_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2b_305_fetta.bmp,Spessore della Crosta,Crosta con spigoli pronunciati su un lato.,La crosta del formaggio presenta spigoli pronunciati su un lato.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5b_326_grana.bmp,Spessore della Crosta,Crosta molto sottile e ben distinta.,La crosta del formaggio è molto sottile e ben distinta.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5b_326_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5b_326_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3a_311_fetta.bmp,Spessore della Crosta,Crosta sfumata con parte piatta molto sottile e scalzo mediamente spesso.,La crosta del formaggio è sfumata con parte piatta molto sottile e scalzo mediamente spesso.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3a_311_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa sullo scalzo e agli angoli.,La crosta del formaggio è mediamente spessa sullo scalzo e agli angoli.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3a_311_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3a_311_fetta.bmp,Spessore della Crosta,"Crosta sottoscritta, intenso.","La crosta del formaggio è sottoscritta, intenso."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3a_311_fetta.bmp,Spessore della Crosta,"Crosta molto spessa, di colore molto scuro, con spigoli pronunciati.","La crosta del formaggio è molto spessa, di colore molto scuro, con spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P1a_302_fetta.bmp,Spessore della Crosta,"Crosta mediamente spessa con spigoli molto accentuati, limite con la pasta poco distinguibile.","La crosta del formaggio è mediamente spessa con spigoli molto accentuati, limite con la pasta poco distinguibile."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P1a_302_fetta.bmp,Spessore della Crosta,Crosta con parti piatte ben definite.,La crosta del formaggio presenta parti piatte ben definite.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P1a_302_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P1b_302_fetta.bmp,Spessore della Crosta,"Crosta mediamente spessa con spigoli molto accentuati, limite con la pasta poco distinguibile.","La crosta del formaggio è mediamente spessa con spigoli molto accentuati, limite con la pasta poco distinguibile."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P1b_302_fetta.bmp,Spessore della Crosta,Crosta con parti piatte ben definite.,La crosta del formaggio presenta parti piatte ben definite.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P1b_302_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2a_305_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2a_305_fetta.bmp,Spessore della Crosta,"Crosta molto sottile, con spessore maggiore negli angoli e sullo scalzo.","La crosta del formaggio è molto sottile, con spessore maggiore negli angoli e sullo scalzo."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2a_305_fetta.bmp,Spessore della Crosta,"Crosta a tratti molto sottile, con spessore medio nel complesso.","La crosta del formaggio è a tratti molto sottile, con spessore medio nel complesso."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2a_305_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P2a_305_fetta.bmp,Spessore della Crosta,Crosta con spigoli pronunciati su un lato.,La crosta del formaggio presenta spigoli pronunciati su un lato.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3b_311_fetta.bmp,Spessore della Crosta,Crosta sfumata con parte piatta molto sottile e scalzo mediamente spesso.,La crosta del formaggio è sfumata con parte piatta molto sottile e scalzo mediamente spesso.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3b_311_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa sullo scalzo e agli angoli.,La crosta del formaggio è mediamente spessa sullo scalzo e agli angoli.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3b_311_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3b_311_fetta.bmp,Spessore della Crosta,"Crosta sottoscritta, intenso.","La crosta del formaggio è sottoscritta, intenso."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P3b_311_fetta.bmp,Spessore della Crosta,"Crosta molto spessa, di colore molto scuro, con spigoli pronunciati.","La crosta del formaggio è molto spessa, di colore molto scuro, con spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5a_326_grana.bmp,Spessore della Crosta,Crosta molto sottile e ben distinta.,La crosta del formaggio è molto sottile e ben distinta.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5a_326_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-11-28__P5a_326_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P6b_330_grana.bmp,Spessore della Crosta,"Crosta con parte piatta e scalzo mediamente spessi, spigoli pronunciati.","La crosta del formaggio presenta una parte piatta e scalzo mediamente spessi, spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P6b_330_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P6b_330_grana.bmp,Spessore della Crosta,"Crosta mediamente spessa nella parte piatta, scalzo più pronunciato.","La crosta del formaggio è mediamente spessa nella parte piatta, scalzo più pronunciato."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P6b_330_grana.bmp,Spessore della Crosta,"Crosta sottile, leggermente più pronunciata sullo scalzo e sulla parte piatta.","La crosta del formaggio è sottile, leggermente più pronunciata sullo scalzo e sulla parte piatta."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P6b_330_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_grana.bmp,Spessore della Crosta,"Crosta con parte piatta sfumata, spessore medio al piatto e scalzo, spigoli pronunciati.","La crosta del formaggio presenta una parte piatta sfumata, spessore medio al piatto e scalzo, spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_grana.bmp,Spessore della Crosta,Crosta mediamente spessa con sottocrosta aranciata.,La crosta del formaggio è mediamente spessa con sottocrosta aranciata.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_grana.bmp,Spessore della Crosta,Crosta abbastanza spessa.,La crosta del formaggio è abbastanza spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_grana.bmp,Spessore della Crosta,Crosta con spessore disomogeneo tra le due facce.,La crosta del formaggio presenta uno spessore disomogeneo tra le due facce.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_grana.bmp,Spessore della Crosta,"Crosta con spessore sottile, più marcato sulla parte piatta.","La crosta del formaggio presenta uno spessore sottile, più marcato sulla parte piatta."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3a_310_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_fetta.bmp,Spessore della Crosta,"Crosta sfumata, spessore medio su scalzo e parti piatte, spigoli pronunciati.","La crosta del formaggio è sfumata, spessore medio su scalzo e parti piatte, spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_fetta.bmp,Spessore della Crosta,Crosta molto sottile sulla parte piatta.,La crosta del formaggio è molto sottile sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5b_319_fetta.bmp,Spessore della Crosta,"Crosta sfumata, spessore medio su scalzo e parti piatte, spigoli pronunciati.","La crosta del formaggio è sfumata, spessore medio su scalzo e parti piatte, spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5b_319_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5b_319_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5b_319_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5b_319_fetta.bmp,Spessore della Crosta,Crosta molto sottile sulla parte piatta.,La crosta del formaggio è molto sottile sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3b_310_grana.bmp,Spessore della Crosta,"Crosta con parte piatta sfumata, spessore medio al piatto e scalzo, spigoli pronunciati.","La crosta del formaggio presenta una parte piatta sfumata, spessore medio al piatto e scalzo, spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3b_310_grana.bmp,Spessore della Crosta,Crosta mediamente spessa con sottocrosta aranciata.,La crosta del formaggio è mediamente spessa con sottocrosta aranciata.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3b_310_grana.bmp,Spessore della Crosta,Crosta abbastanza spessa.,La crosta del formaggio è abbastanza spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3b_310_grana.bmp,Spessore della Crosta,Crosta con spessore disomogeneo tra le due facce.,La crosta del formaggio presenta uno spessore disomogeneo tra le due facce.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3b_310_grana.bmp,Spessore della Crosta,"Crosta con spessore sottile, più marcato sulla parte piatta.","La crosta del formaggio presenta uno spessore sottile, più marcato sulla parte piatta."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P3b_310_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P6a_330_grana.bmp,Spessore della Crosta,"Crosta con parte piatta e scalzo mediamente spessi, spigoli pronunciati.","La crosta del formaggio presenta una parte piatta e scalzo mediamente spessi, spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P6a_330_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P6a_330_grana.bmp,Spessore della Crosta,"Crosta mediamente spessa nella parte piatta, scalzo più pronunciato.","La crosta del formaggio è mediamente spessa nella parte piatta, scalzo più pronunciato."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P6a_330_grana.bmp,Spessore della Crosta,"Crosta sottile, leggermente più pronunciata sullo scalzo e sulla parte piatta.","La crosta del formaggio è sottile, leggermente più pronunciata sullo scalzo e sulla parte piatta."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P6a_330_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2b_307_fetta.bmp,Spessore della Crosta,"Crosta con parti piatte e scalzo sfumati, spessore medio e spigoli pronunciati.","La crosta del formaggio presenta parti piatte e scalzo sfumati, spessore medio e spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2b_307_fetta.bmp,Spessore della Crosta,"Crosta mediamente spessa, più marcata su parte piatta e spigoli.","La crosta del formaggio è mediamente spessa, più marcata su parte piatta e spigoli."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2b_307_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa ovunque.,La crosta del formaggio è mediamente spessa ovunque.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2b_307_fetta.bmp,Spessore della Crosta,Crosta regolare con spessore medio.,La crosta del formaggio è regolare con spessore medio.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2b_307_fetta.bmp,Spessore della Crosta,"Crosta mediamente spessa, più intensa sotto lo scalzo.","La crosta del formaggio è mediamente spessa, più intensa sotto lo scalzo."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2b_307_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2b_307_fetta.bmp,Spessore della Crosta,Crosta abbastanza spessa.,La crosta del formaggio è abbastanza spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1a_302_grana.bmp,Spessore della Crosta,"Crosta con parte piatta sfumata mediamente spessa, scalzo sottile e spigoli spessi.","La crosta del formaggio presenta una parte piatta sfumata mediamente spessa, scalzo sottile e spigoli spessi."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1a_302_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1a_302_grana.bmp,Spessore della Crosta,Crosta con parti piatte regolari.,La crosta del formaggio presenta parti piatte regolari.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1a_302_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1a_302_grana.bmp,Spessore della Crosta,Crosta più sottile su una faccia.,La crosta del formaggio è più sottile su una faccia.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1a_302_grana.bmp,Spessore della Crosta,"Crosta con spessore variabile, più spessa sugli scalzi e sottile sulle parti piatte, mediamente sottile.","La crosta del formaggio presenta uno spessore variabile, più spessa sugli scalzi e sottile sulle parti piatte, mediamente sottile."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1a_302_grana.bmp,Spessore della Crosta,Crosta sottile sulla parte piatta.,La crosta del formaggio è sottile sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4a_313_fetta.bmp,Spessore della Crosta,"Crosta con parte piatta sottile, scalzo sottile e spigoli molto spessi.","La crosta del formaggio presenta una parte piatta sottile, scalzo sottile e spigoli molto spessi."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4a_313_fetta.bmp,Spessore della Crosta,Crosta con spigoli marcati.,La crosta del formaggio presenta spigoli marcati.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4a_313_fetta.bmp,Spessore della Crosta,Crosta con parti piatte ben definite.,La crosta del formaggio presenta parti piatte ben definite.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4a_313_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4a_313_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4a_313_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4b_313_fetta.bmp,Spessore della Crosta,"Crosta con parte piatta sottile, scalzo sottile e spigoli molto spessi.","La crosta del formaggio presenta una parte piatta sottile, scalzo sottile e spigoli molto spessi."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4b_313_fetta.bmp,Spessore della Crosta,Crosta con spigoli marcati.,La crosta del formaggio presenta spigoli marcati.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4b_313_fetta.bmp,Spessore della Crosta,Crosta con parti piatte ben definite.,La crosta del formaggio presenta parti piatte ben definite.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4b_313_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4b_313_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P4b_313_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1b_302_grana.bmp,Spessore della Crosta,"Crosta con parte piatta sfumata mediamente spessa, scalzo sottile e spigoli spessi.","La crosta del formaggio presenta una parte piatta sfumata mediamente spessa, scalzo sottile e spigoli spessi."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1b_302_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1b_302_grana.bmp,Spessore della Crosta,Crosta con parti piatte regolari.,La crosta del formaggio presenta parti piatte regolari.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1b_302_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1b_302_grana.bmp,Spessore della Crosta,Crosta più sottile su una faccia.,La crosta del formaggio è più sottile su una faccia.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1b_302_grana.bmp,Spessore della Crosta,"Crosta con spessore variabile, più spessa sugli scalzi e sottile sulle parti piatte, mediamente sottile.","La crosta del formaggio presenta uno spessore variabile, più spessa sugli scalzi e sottile sulle parti piatte, mediamente sottile."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P1b_302_grana.bmp,Spessore della Crosta,Crosta sottile sulla parte piatta.,La crosta del formaggio è sottile sulla parte piatta.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,Spessore della Crosta,"Crosta con parti piatte e scalzo sfumati, spessore medio e spigoli pronunciati.","La crosta del formaggio presenta parti piatte e scalzo sfumati, spessore medio e spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,Spessore della Crosta,"Crosta mediamente spessa, più marcata su parte piatta e spigoli.","La crosta del formaggio è mediamente spessa, più marcata su parte piatta e spigoli."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa ovunque.,La crosta del formaggio è mediamente spessa ovunque.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,Spessore della Crosta,Crosta regolare con spessore medio.,La crosta del formaggio è regolare con spessore medio.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,Spessore della Crosta,"Crosta mediamente spessa, più intensa sotto lo scalzo.","La crosta del formaggio è mediamente spessa, più intensa sotto lo scalzo."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P2a_307_fetta.bmp,Spessore della Crosta,Crosta abbastanza spessa.,La crosta del formaggio è abbastanza spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,Spessore della Crosta,"Crosta sfumata, spessore medio su scalzo e parti piatte, spigoli pronunciati.","La crosta del formaggio è sfumata, spessore medio su scalzo e parti piatte, spigoli pronunciati."
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2018-10-10__P5a_319_grana.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
