row_id,image_path_flat,image_path,year_folder,session_date,session_num,bimester,view,panel_slot,panel_replicate,dairy_id,product_code,panelist,attribute,caption_raw,caption_pre,caption
49039,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4b_TN307_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4b_TN307_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,4,b,TN_307,C0E,TG_12,Colore della Pasta,Piccolo alone centrale,Piccolo alone centrale,Pasta con piccolo alone centrale.
49040,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4b_TN307_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4b_TN307_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,4,b,TN_307,C0E,TG_19,Colore della Pasta,Bianco cipria,Bianco cipria,Pasta di colore bianco cipria.
49041,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P5a_TN311_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P5a_TN311_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,5,a,TN_311,C0G,TG_04,Sapore,"Amaro e acido dominano. Non dolce, non salato,non umami","Amaro e acido dominano. Non dolce, non salato,non umami","Sapore dominato da amaro e acido, senza dolcezza, salinità né umami."
49042,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P5a_TN311_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P5a_TN311_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,5,a,TN_311,C0G,TG_19,Aroma,Carne lessa,Carne lessa,Aroma di carne lessa.
49043,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P2b_TN304_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P2b_TN304_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,2,b,TN_304,C0B,TG_20,Aroma,"Poco complesso, nota di glutammato prevalente","Poco complesso, nota di glutammato prevalente",Aroma poco complesso con nota di glutammato prevalente.
49044,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P2b_TN304_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P2b_TN304_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,2,b,TN_304,C0B,TG_19,Struttura della Pasta,Disidratata,Disidratata,Pasta disidratata.
49045,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P2b_TN304_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P2b_TN304_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,2,b,TN_304,C0B,Q_09,Colore della Pasta,Pasta disidratata sotto crosta,Pasta disidratata sotto crosta,Pasta più scura sotto crosta per disidratazione.
49046,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_14,Profumo,Limone ammuffito,Limone ammuffito,Profumo di limone ammuffito.
49047,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_24,Sapore,Solo leggermente  sapido,Solo leggermente sapido,Sapore leggermente sapido.
49048,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_20,Aroma,Sapone,Sapone,Aroma di sapone.
49049,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,Q_09,Spessore della Crosta,Sotto scalzo zona disidratata e ammuffita,Sotto scalzo zona disidratata e ammuffita,Crosta con scalzo disidratato e ammuffito.
49050,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_04,Spessore della Crosta,Costa e sottocrosta fusi e sfumati,Costa e sottocrosta fusi e sfumati,Crosta e sottocrosta fuse e sfumate.
49052,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,Q_09,Struttura della Pasta,Pasta disidratata sotto gli scalzi,Pasta disidratata sotto gli scalzi,Pasta disidratata sotto gli scalzi.
49053,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_04,Struttura della Pasta,"1 zona sottocrosta disidratata. Più  una zona disidratata, secca e muffa","1 zona sottocrosta disidratata. Più una zona disidratata, secca e muffa",Pasta con zone disidratate sottocroste e zona disidratata secca.
49054,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_11,Struttura della Pasta,Difetto pasta su di un lato,Difetto pasta su di un lato,Pasta con difetto strutturale su un lato.
49055,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_12,Struttura della Pasta,Strana anomalia tipo tara/muffa su uno scalzo,Strana anomalia tipo tara/muffa su uno scalzo,Pasta con anomalia di muffa sullo scalzo.
49056,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_19,Struttura della Pasta,Muffa sotto scalzo,Muffa sotto scalzo,Pasta con muffa sotto lo scalzo.
49057,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_24,Struttura della Pasta,Sporca bruciata in parte,Sporca bruciata in parte,Pasta sporca e in parte bruciata.
49058,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,Q_02,Colore della Pasta,"Non ho tenuto conto della macchia dovuta ad una ""correzione"" dello scalzo   Se va considerato il difetto il voto è 5,0","Non ho tenuto conto della macchia dovuta ad una ""correzione"" dello scalzo Se va considerato il difetto il voto è 5,0",Pasta con macchia presente sullo scalzo.
49059,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,Q_09,Colore della Pasta,Zona con fitti puntini neri (muffa?),Zona con fitti puntini neri (muffa?),Pasta con zona caratterizzata da fitti puntini neri.
49060,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_12,Colore della Pasta,Colore buono senza calcolare la zona del difetto vicino allo scalzo,Colore buono senza calcolare la zona del difetto vicino allo scalzo,"Pasta di colore uniforme, con discolorazione nella zona vicino allo scalzo."
49061,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_14,Colore della Pasta,Grossa macchia di muffa,Grossa macchia di muffa,Pasta con grossa macchia di muffa.
49062,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_20,Colore della Pasta,Presenza di ingresso di muffa laterale,Presenza di ingresso di muffa laterale,Pasta con muffa laterale.
49063,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6b_TN319_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6b_TN319_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,6,b,TN_319,C0M,TG_24,Colore della Pasta,Sporca una parte,Sporca una parte,Pasta con una parte di colore sporco.
49064,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_14,Profumo,Limone ammuffito,Limone ammuffito,Profumo di limone ammuffito.
49065,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_24,Sapore,Solo leggermente  sapido,Solo leggermente sapido,Sapore leggermente sapido.
49066,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_20,Aroma,Sapone,Sapone,Aroma di sapone.
49067,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,Q_09,Spessore della Crosta,Sotto scalzo zona disidratata e ammuffita,Sotto scalzo zona disidratata e ammuffita,Crosta con scalzo disidratato e ammuffito.
49068,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_04,Spessore della Crosta,Costa e sottocrosta fusi e sfumati,Costa e sottocrosta fusi e sfumati,Crosta e sottocrosta fuse e sfumate.
49070,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,Q_09,Struttura della Pasta,Pasta disidratata sotto gli scalzi,Pasta disidratata sotto gli scalzi,Pasta disidratata sotto gli scalzi.
49071,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_04,Struttura della Pasta,"1 zona sottocrosta disidratata. Più  una zona disidratata, secca e muffa","1 zona sottocrosta disidratata. Più una zona disidratata, secca e muffa",Pasta con zone disidratate sottocroste e zona disidratata secca.
49072,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_11,Struttura della Pasta,Difetto pasta su di un lato,Difetto pasta su di un lato,Pasta con difetto strutturale su un lato.
49073,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_12,Struttura della Pasta,Strana anomalia tipo tara/muffa su uno scalzo,Strana anomalia tipo tara/muffa su uno scalzo,Pasta con anomalia di muffa sullo scalzo.
49074,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_19,Struttura della Pasta,Muffa sotto scalzo,Muffa sotto scalzo,Pasta con muffa sotto lo scalzo.
49075,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_24,Struttura della Pasta,Sporca bruciata in parte,Sporca bruciata in parte,Pasta sporca e in parte bruciata.
49076,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,Q_02,Colore della Pasta,"Non ho tenuto conto della macchia dovuta ad una ""correzione"" dello scalzo   Se va considerato il difetto il voto è 5,0","Non ho tenuto conto della macchia dovuta ad una ""correzione"" dello scalzo Se va considerato il difetto il voto è 5,0",Pasta con macchia presente sullo scalzo.
49077,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,Q_09,Colore della Pasta,Zona con fitti puntini neri (muffa?),Zona con fitti puntini neri (muffa?),Pasta con zona caratterizzata da fitti puntini neri.
49078,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_12,Colore della Pasta,Colore buono senza calcolare la zona del difetto vicino allo scalzo,Colore buono senza calcolare la zona del difetto vicino allo scalzo,"Pasta di colore uniforme, con discolorazione nella zona vicino allo scalzo."
49079,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_14,Colore della Pasta,Grossa macchia di muffa,Grossa macchia di muffa,Pasta con grossa macchia di muffa.
49080,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_20,Colore della Pasta,Presenza di ingresso di muffa laterale,Presenza di ingresso di muffa laterale,Pasta con muffa laterale.
49081,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P6a_TN319_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P6a_TN319_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,6,a,TN_319,C0M,TG_24,Colore della Pasta,Sporca una parte,Sporca una parte,Pasta con una parte di colore sporco.
49082,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P2a_TN304_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P2a_TN304_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,2,a,TN_304,C0B,TG_20,Aroma,"Poco complesso, nota di glutammato prevalente","Poco complesso, nota di glutammato prevalente",Aroma poco complesso con nota di glutammato prevalente.
49083,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P2a_TN304_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P2a_TN304_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,2,a,TN_304,C0B,TG_19,Struttura della Pasta,Disidratata,Disidratata,Pasta disidratata.
49084,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P2a_TN304_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P2a_TN304_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,2,a,TN_304,C0B,Q_09,Colore della Pasta,Pasta disidratata sotto crosta,Pasta disidratata sotto crosta,Pasta più scura sotto crosta per disidratazione.
49085,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P5b_TN311_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P5b_TN311_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,5,b,TN_311,C0G,TG_04,Sapore,"Amaro e acido dominano. Non dolce, non salato,non umami","Amaro e acido dominano. Non dolce, non salato,non umami","Sapore dominato da amaro e acido, senza dolcezza, salinità né umami."
49086,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P5b_TN311_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P5b_TN311_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,5,b,TN_311,C0G,TG_19,Aroma,Carne lessa,Carne lessa,Aroma di carne lessa.
49087,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4a_TN307_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4a_TN307_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,4,a,TN_307,C0E,TG_04,Sapore,Amaro domina. Poco male. Non dolce. Poco umami,Amaro domina. Poco male. Non dolce. Poco umami,"Sapore amaro dominante, poco umami, non dolce."
49088,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4a_TN307_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4a_TN307_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,4,a,TN_307,C0E,TG_19,Sapore,Poco sapido,Poco sapido,Sapore poco sapido.
49089,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4a_TN307_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4a_TN307_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,4,a,TN_307,C0E,TG_20,Aroma,"Poco complesso, nota lattica di panna ma anche di yogurt","Poco complesso, nota lattica di panna ma anche di yogurt",Aroma poco complesso con note lattiche di panna e yogurt.
49090,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4a_TN307_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4a_TN307_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,4,a,TN_307,C0E,TG_04,Texture,Ingozza,Ingozza,Texture che ingozza la bocca.
49092,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4a_TN307_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4a_TN307_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,4,a,TN_307,C0E,TG_12,Colore della Pasta,Piccolo alone centrale,Piccolo alone centrale,Pasta con piccolo alone centrale.
49093,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4a_TN307_Fetta.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4a_TN307_Fetta.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Fetta,4,a,TN_307,C0E,TG_19,Colore della Pasta,Bianco cipria,Bianco cipria,Pasta di colore bianco cipria.
49095,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P1a_TN302_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P1a_TN302_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,1,a,TN_302,C0A,Q_09,Profumo,PANE LIEVITO,PANE LIEVITO,Note olfattive di pane e lievito.
49096,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P1a_TN302_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P1a_TN302_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,1,a,TN_302,C0A,TG_04,Profumo,Alle prime operazioni sgradevole odore di grasso animale ossidato,Alle prime operazioni sgradevole odore di grasso animale ossidato,Profumo sgradevole di grasso animale ossidato all'apertura.
49097,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P1a_TN302_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P1a_TN302_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,1,a,TN_302,C0A,TG_19,Aroma,Carne lessa,Carne lessa,Aroma di carne lessa.
49098,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P1a_TN302_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P1a_TN302_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,1,a,TN_302,C0A,TG_20,Aroma,Erbe amare,Erbe amare,Aroma di erbe amare.
49099,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4b_TN307_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4b_TN307_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,4,b,TN_307,C0E,TG_04,Sapore,Amaro domina. Poco male. Non dolce. Poco umami,Amaro domina. Poco male. Non dolce. Poco umami,"Sapore amaro dominante, poco umami, non dolce."
49100,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4b_TN307_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4b_TN307_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,4,b,TN_307,C0E,TG_19,Sapore,Poco sapido,Poco sapido,Sapore poco sapido.
49101,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4b_TN307_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4b_TN307_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,4,b,TN_307,C0E,TG_20,Aroma,"Poco complesso, nota lattica di panna ma anche di yogurt","Poco complesso, nota lattica di panna ma anche di yogurt",Aroma poco complesso con note lattiche di panna e yogurt.
49102,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4b_TN307_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4b_TN307_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,4,b,TN_307,C0E,TG_04,Texture,Ingozza,Ingozza,Texture che ingozza la bocca.
49104,data/images_flat/2019-2020_Trentingrana__IV bimestre__19-02-2020_24° Seduta__P4b_TN307_Grana.bmp,data/TrentinGrana/2019-2020_Trentingrana/IV bimestre/19-02-2020_24° Seduta/P4b_TN307_Grana.bmp,2019-2020_Trentingrana,2020-02-19,24,IV,Grana,4,b,TN_307,C0E,TG_12,Colore della Pasta,Piccolo alone centrale,Piccolo alone centrale,Pasta con piccolo alone centrale.
