dedup_key,attribute,caption_pre,frequency,sample_row_id
Profumo::disomogeneo tra le porzioni 2 in positivo latte e panna intensità alta 2 in negativo verdure lesse intensità alta,Profumo,disomogeneo tra le porzioni;2 in positivo latte e panna intensità alta;2 in negativo verdure lesse intensità alta,4,24148
Profumo::vegetale e latte cotto,Profumo,vegetale e latte cotto,4,24149
Profumo::fievole,Profumo,fievole,4,24150
Profumo::formaggio fritto e crosta di formaggio,Profumo,formaggio fritto;e crosta di formaggio,4,24151
Profumo::debole sentore di brodo,Profumo,debole sentore di brodo,4,24152
Profumo::burro fuso leggera crosta,Profumo,"burro fuso, leggera crosta",4,24153
Profumo::all'apertura leggero floreale molto volatile poi lattici cotti e crosta di grana anche difformi fra i pezzi,Profumo,"all'apertura leggero floreale molto volatile, poi lattici cotti e crosta di grana, anche difformi fra i pezzi",4,24155
Profumo::ruttato latioco cotto e legera nota fermentata,Profumo,"ruttato, latioco cotto e legera nota fermentata",4,24157
Sapore::dolce intensità alta salato intensità media,Sapore,dolce intensità alta;salato intensità media,4,24158
Sapore::amaro tossico e piccante,Sapore,amaro tossico e piccante,4,24160
Sapore::acidi piccante umami,Sapore,acidi;piccante;umami,4,24161
Sapore::leggermente salato piccante e umami,Sapore,"leggermente salato, piccante e umami",4,24164
Sapore::amaro deciso e penalizzante,Sapore,amaro deciso e penalizzante,4,24165
Sapore::nota piccante prevalente equilibrati gli altri gusti,Sapore,"nota piccante prevalente, equilibrati gli altri gusti",4,24167
Aroma::cotto gorgonzola,Aroma,cotto gorgonzola,4,24169
Aroma::latte cotto&bruciato,Aroma,latte cotto&bruciato,4,24172
Aroma::formaggio cotto e crosta ma non fastidioso,Aroma,"formaggio cotto e crosta, ma non fastidioso.",4,24174
Aroma::breve e iniziale sentore animale poi crosta di grana lattici cotti,Aroma,"breve e iniziale sentore animale, poi crosta di grana, lattici cotti",4,24175
Aroma::diffettoso,Aroma,diffettoso,4,24176
Aroma::brodo di carne lalattico cotto,Aroma,brodo di carne lalattico cotto,4,24177
Texture::in 3 porzioni presenza di cristalli di tirosina intensità alta 1 porzione senza tirosina friabilità e solubilità intensità media,Texture,in 3 porzioni presenza di cristalli di tirosina intensità alta;1 porzione senza Tirosina;friabilità e solubilità intensità media,4,24178
Texture::morbido asciutto tende ad impastare cristalli poco sol,Texture,morbido asciutto tende ad impastare cristalli poco sol,4,24179
Texture::cristalloni umido impasta le fauci,Texture,cristalloni. umido impasta le fauci,4,24180
Texture::buona friabilità' presenti cristalli,Texture,"buona friabilità', presenti cristalli",4,24182
Texture::abbastanza solubile un poco pastoso,Texture,"abbastanza solubile, un poco pastoso",4,24183
Texture::compattp e poco strutturato grana molto fine e solubile cristalli presenti,Texture,"compattp e poco strutturato, grana molto fine e solubile, cristalli presenti",4,24184
Texture::friabile granuloso discretamente solubile,Texture,"friabile, granuloso, discretamente solubile",4,24185
Texture::cristalli alta solubilità' poca struttura,Texture,cristalli alta solubilità' poca struttura,4,24186
Texture::grossi cristalli di tirosina il formaggio scioglie bene in bocca e sparisce in breve tempo,Texture,"Grossi cristalli di tirosina, il formaggio scioglie bene in bocca e sparisce in breve tempo",4,24187
Spessore della Crosta::media 11mm,Spessore della Crosta,Media 11mm,8,24188
Spessore della Crosta::1cm,Spessore della Crosta,1cm,16,24193
Struttura della Pasta::regolare granulosa presenza microocchiatura,Struttura della Pasta,Regolare granulosa Presenza Microocchiatura,4,24198
Struttura della Pasta::frattura molto regolare e grandiosa con cristalli piccoli e frequenti e microocchiatura p fitta in centro e su un lato,Struttura della Pasta,Frattura molto regolare e grandiosa con cristalli piccoli e frequenti e microocchiatura p fitta in centro e su un lato,4,24199
Struttura della Pasta::buona frattura microocchiatura diffusa anche diametri superiori al mm grana omogenea e fine,Struttura della Pasta,"Buona frattura. Microocchiatura diffusa, anche diametri superiori al mm. Grana omogenea e fine",4,24200
Struttura della Pasta::presenza di molte microocchiature leggermente gessata,Struttura della Pasta,Presenza di molte Microocchiature Leggermente gessata,4,24201
Struttura della Pasta::frattura regolare e grana fine ma microocchiatura diffusa,Struttura della Pasta,Frattura regolare e grana fine ma microocchiatura diffusa,4,24202
Struttura della Pasta::presente microocchiature diffuse,Struttura della Pasta,Presente microocchiature diffuse,4,24203
Struttura della Pasta::frattura regolare ma pasta compatta poco grandiosa e con occhiatura diffusa,Struttura della Pasta,"Frattura regolare ma pasta compatta, poco grandiosa e con Occhiatura diffusa",4,24204
Struttura della Pasta::microocchiatura diffusa frattura regolare,Struttura della Pasta,"Microocchiatura diffusa, frattura regolare",4,24205
Struttura della Pasta::granulosa frattura regolare peccato per occhiatura diffusa,Struttura della Pasta,Granulosa frattura regolare peccato per occhiatura diffusa,4,24206
Struttura della Pasta::molto spinosa con occhi fino e 2 mm frattura molto regolare,Struttura della Pasta,"Molto spinosa con occhi fino e 2 mm , frattura molto regolare",4,24207
Colore della Pasta::una chiazza leggermente più carica in centro,Colore della Pasta,Una chiazza leggermente più carica in centro,4,24209
Colore della Pasta::omogenea non troppo carica alone ristretto alcentro,Colore della Pasta,Omogenea non troppo carica. Alone ristretto alcentro,4,24210
Colore della Pasta::colore chiara e omogenea,Colore della Pasta,Colore chiara e omogenea,4,24214
Colore della Pasta::omogeneo e abbastanza chiaro,Colore della Pasta,Omogeneo e abbastanza chiaro,4,24215
Colore della Pasta::omogeneo paglierino chiaro con alone verdognolo,Colore della Pasta,Omogeneo paglierino chiaro con alone verdognolo,4,24217
Profumo::frutta matura intensità medio alta,Profumo,frutta matura intensità medio alta,4,24218
Profumo::intensità discreta alla prima olfazione quasi nota animale poi si perde latte uht cotto burro sciolto tostato,Profumo,"intensità discreta. alla prima olfazione quasi nota animale, poi si perde. latte uht. cotto. burro sciolto. tostato",4,24220
Profumo::latte panna brodo vegetale,Profumo,latte;panna;brodo vegetale;,4,24221
Profumo::crosta e brodo vegetale,Profumo,crosta e brodo vegetale,4,24222
Profumo::profumo equilibrato di panna e latte cotto,Profumo,profumo equilibrato di panna e latte cotto,4,24223
Profumo::all'apertura vegetali intensi poi lattici cotti tostati quasi caffè complessivamente non negativi,Profumo,"all'apertura vegetali intensi, poi lattici cotti, tostati quasi caffè, complessivamente non negativi",4,24225
Profumo::brodo di carne burro fuso e panna,Profumo,brodo di carne burro fuso e panna,4,24227
Sapore::acido e salato intensità media,Sapore,acido e salato intensità media,4,24228
Sapore::sapore pieno nulla eccede non dolce,Sapore,"sapore pieno, nulla eccede. non dolce",4,24230
Sapore::leggermente acido dolce,Sapore,leggermente acido;dolce,4,24231
Sapore::crosta formaggio cotto,Sapore,"crosta, formaggio cotto",4,24232
Sapore::equilibrato non piccante buono,Sapore,"equilibrato, non piccante. buono",4,24233
Sapore::umami piuttosto carico,Sapore,umami piuttosto carico,4,24234
Sapore::umami e amaro leggermente prevalenti ma non molto intensi,Sapore,"umami e amaro leggermente prevalenti, ma non molto intensi",4,24235
Sapore::dolce equilibrato leggermente piccante,Sapore,dolce equilibrato leggermente piccante,4,24236
Sapore::equilibrato con nota leggermente pungente,Sapore,equilibrato con nota leggermente pungente,4,24237
Aroma::frutta matura intenistà alta,Aroma,frutta matura intenistà alta,4,24238
Aroma::latte panna ma poco da grana leggera muffa,Aroma,latte panna ma poco da grana leggera muffa,4,24239
Aroma::non e tipico del grana,Aroma,non e- tipico del grana.,4,24243
Aroma::formaggio cotto piuttosto intenso pu dare fastidio,Aroma,"formaggio cotto piuttosto intenso, pu; dare fastidio",4,24244
Aroma::principalmente lattico cotto,Aroma,principalmente lattico cotto,4,24247
Texture::friabilità e solubilità sufficienti durezza molto scarsa triosina assente,Texture,friabilità e solubilità sufficienti;durezza molto scarsa;triosina assente,4,24248
Texture::morbido poco granuloso no cristalli (1),Texture,morbido poco granuloso no cristalli (1),4,24249
Texture::umido molle friabilità bassa cristelli pochi ma presenti impasta la bocca,Texture,umido. molle. friabilità bassa. cristelli pochi ma presenti. impasta la bocca,4,24250
Texture::morbido poco solubile pochi cristalli,Texture,"morbido, poco solubile, pochi cristalli",4,24252
Texture::poca grana pastoso poco solubile,Texture,"poca grana, pastoso, poco solubile",4,24253
Texture::morbido e pastoso asciutto sembra grana giovane,Texture,"morbido e pastoso, asciutto, sembra grana giovane",4,24254
Texture::pastoso deformabile poco friabile poca grana cedevole,Texture,"pastoso, deformabile, poco friabile, poca grana, cedevole",4,24255
Texture::la bocca non rimane pulita,Texture,la bocca non rimane pulita,4,24257
Spessore della Crosta::media 8mm,Spessore della Crosta,Media 8mm,16,24258
Spessore della Crosta::più evidente su 1 lato angoli e scalzo,Spessore della Crosta,Più evidente su 1 lato angoli e scalzo,4,24259
Spessore della Crosta::limite sfumato scalzi spessi,Spessore della Crosta,Limite sfumato. Scalzi spessi,4,24260
Spessore della Crosta::crosta fine 08 cm ma con unghia marcata agli spigoli,Spessore della Crosta,Crosta fine 08 cm ma con unghia marcata agli spigoli,4,24263
Spessore della Crosta::decisamente più spesso sugli scalzo uno in particolare,Spessore della Crosta,"Decisamente più spesso sugli scalzo,uno in particolare",4,24265
Spessore della Crosta::sottile nei piatti spigoli molto pronunciati,Spessore della Crosta,Sottile nei piatti spigoli molto pronunciati,4,24266
Spessore della Crosta::piatti sottili scalzo spesso,Spessore della Crosta,Piatti sottili scalzo spesso,4,24267
Struttura della Pasta::disomogenea frattura irregolare,Struttura della Pasta,Disomogenea Frattura irregolare,12,24268
Struttura della Pasta::frattura grana non omogenee con striature e microocchiature,Struttura della Pasta,Frattura grana non omogenee con striature e microocchiature,4,24269
Struttura della Pasta::tende alla stiratura nel cuore frattura discreta,Struttura della Pasta,Tende alla stiratura nel cuore. Frattura discreta,4,24270
Struttura della Pasta::frattura regolare leggermente striato e microocchiatura,Struttura della Pasta,"Frattura regolare,leggermente striato e microocchiatura",4,24272
Struttura della Pasta::struttura della pasta non omogenea in alcune zone tendente allo stirato,Struttura della Pasta,"Struttura della pasta non omogenea, in alcune zone tendente allo stirato",4,24273
Struttura della Pasta::frattura leggermente affossata struttura granulare piccola zona con occhiatura >2 mm 2/3 occhi,Struttura della Pasta,"Frattura leggermente affossata, struttura granulare, piccola zona con Occhiatura >2 mm, 2/3 occhi,",4,24274
Struttura della Pasta::frattura abbastanza regolare in un punto otto uno spigolo pare più secca del resto grana abbastanza omogenea,Struttura della Pasta,"Frattura abbastanza regolare, in un punto otto uno spigolo pare più secca del resto, grana abbastanza omogenea",4,24275
Struttura della Pasta::struttura grossolana frattura grossolana microocchiatura,Struttura della Pasta,Struttura grossolana Frattura grossolana microocchiatura,4,24276
Struttura della Pasta::grandiosa assenza si impugnatura frattura abbastanza regolare,Struttura della Pasta,"Grandiosa assenza si impugnatura, frattura abbastanza regolare",4,24277
Colore della Pasta::colorazione chiara leggermente allonato al centro,Colore della Pasta,Colorazione chiara leggermente allonato al centro,4,24278
Colore della Pasta::alone scuro e sotto un piatto più bianco,Colore della Pasta,Alone scuro e sotto un piatto più bianco,4,24279
Colore della Pasta::carico soprattutto al centro,Colore della Pasta,"Carico, soprattutto al centro",4,24283
Colore della Pasta::giallo chiaro con sfumature grigiastro leggera,Colore della Pasta,"Giallo chiaro con sfumature grigiastro,leggera",4,24284
Colore della Pasta::abbastanza omogeneo e chiaro,Colore della Pasta,Abbastanza omogeneo e chiaro,10,24285
Colore della Pasta::tendente al chiaro ma alone centrale,Colore della Pasta,Tendente al chiaro ma alone centrale,4,24286
Colore della Pasta::omogenea paglierino chiaro con alone verdastro,Colore della Pasta,"Omogenea Paglierino chiaro, con alone verdastro",4,24287
Profumo::frutta matura intensità alta,Profumo,frutta matura intensità alta,4,24288
Profumo::animale letame,Profumo,animale letame,4,24289
Profumo::puzza di piedi,Profumo,puzza di piedi,4,24290
Profumo::crosta e brodo,Profumo,crosta e brodo,8,24292
Profumo::molto delicato non ricorda il grana,Profumo,"molto delicato, non ricorda il grana",4,24293
Profumo::ossidato e crosta,Profumo,ossidato e crosta,4,24294
Profumo::emmental no difetti ma non tipico,Profumo,emmental no difetti ma non tipico,4,24296
Profumo::fruttato panna burro fusoe leggero sentore di verdure cotte e pane tostato,Profumo,"fruttato, panna, burro fusoe leggero sentore di verdure cotte e pane tostato",4,24297
Sapore::dolce intensità alta piccante intensità media,Sapore,dolce intensità alta;piccante intensità media,4,24298
Sapore::manca di pienezza forse manca umami,Sapore,manca di pienezza. forse manca umami,4,24300
Sapore::un p insapore,Sapore,un p; insapore,4,24302
Sapore::gusti abbasrtana equilibrati e piccante praticamente assente,Sapore,gusti abbasrtana equilibrati e piccante praticamente assente,4,24304
Sapore::non squilibrato medio intenso,Sapore,"non squilibrato, medio intenso,",4,24305
Sapore::inizialmente sapido e leggermente piccante poi segue il dolce,Sapore,"inizialmente sapido e leggermente piccante, poi segue il dolce",4,24307
Aroma::frutta matura intensità alta,Aroma,frutta matura intensità alta,4,24308
Aroma::odore fermentato non da trentingrana,Aroma,odore fermentato non da trentingrana,4,24310
Aroma::non tipico nostrano,Aroma,non tipico. nostrano,4,24313
Aroma::crosta e ossidato,Aroma,crosta e ossidato.,8,24314
Aroma::latte cotto molto neutro,Aroma,"latte cotto, molto neutro",4,24315
Aroma::non tipico,Aroma,non tipico,4,24316
Aroma::principalmente sentore di lattico cotto,Aroma,principalmente sentore di lattico cotto,4,24317
Texture::fuori standard,Texture,fuori standard,4,24318
Texture::elastico granuloso asciutto pochi cristalli non molto sol,Texture,elastico granuloso asciutto pochi cristalli non molto sol,4,24319
Texture::riesce ad essere asciutto anche se umido friabilità quasi nulla,Texture,riesce ad essere asciutto anche se umido. friabilità quasi nulla,4,24320
Texture::molle e senza grana,Texture,molle e senza grana,8,24323
Texture::abbastanza durto e cpompatto grana molto fine cristalli non percepiti un poco' asciutto,Texture,"abbastanza durto e cpompatto, grana molto fine, cristalli non percepiti, un poco' asciutto",4,24324
Texture::piuttosto compatto e poco friabile pastoso poco solubile,Texture,"piuttosto compatto e poco friabile, pastoso, poco solubile",4,24325
Texture::inizialmente granuloso poi si scioglie bree e lascia la bocca abbastanza pulita,Texture,inizialmente granuloso poi si scioglie bree e lascia la bocca abbastanza pulita,4,24327
Spessore della Crosta::non cosi evidente dato lo sfondo molto carico,Spessore della Crosta,Non cosi evidente dato lo sfondo molto carico,4,24329
Spessore della Crosta::1 2 cm,Spessore della Crosta,"1,2 cm",8,24333
Spessore della Crosta::media 1 spigoli pronunciati,Spessore della Crosta,Media 1 spigoli pronunciati,4,24336
Struttura della Pasta::non omogenea aree stirate,Struttura della Pasta,Non omogenea aree stirate,4,24338
Struttura della Pasta::stirata con profonde fratture,Struttura della Pasta,Stirata con profonde fratture,4,24339
Struttura della Pasta::evidenti fratture centrali stirata,Struttura della Pasta,Evidenti fratture centrali Stirata,4,24341
Struttura della Pasta::striature presenza di crepe,Struttura della Pasta,"Striature,presenza di crepe",4,24342
Struttura della Pasta::stirata in varie parti non da grana presenti spacchi,Struttura della Pasta,"Stirata in varie parti, non da grana. Presenti spacchi",4,24343
Struttura della Pasta::pasta non granulosa compatta e stirata con fessura interna,Struttura della Pasta,"Pasta non granulosa, compatta e stirata, con fessura interna",4,24344
Struttura della Pasta::stirata fratture,Struttura della Pasta,"Stirata, fratture",4,24345
Struttura della Pasta::grandi fessure stirata,Struttura della Pasta,Grandi fessure stirata,4,24346
Struttura della Pasta::tra paglierino carico e dorato distribuzione omogenea,Struttura della Pasta,Tra Paglierino carico e dorato distribuzione omogenea,4,24347
Colore della Pasta::carico aranciato,Colore della Pasta,Carico aranciato,16,24348
Colore della Pasta::molto carico con fascia leggermente più chiara sotto un piatto,Colore della Pasta,Molto Carico con fascia leggermente più chiara sotto un piatto,4,24349
Colore della Pasta::giallo grigio,Colore della Pasta,Giallo grigio,4,24352
Colore della Pasta::molto carico aranciato,Colore della Pasta,Molto carico. Aranciato,4,24353
Colore della Pasta::molto intenso e sfumato fra i piatti,Colore della Pasta,Molto intenso e sfumato fra i piatti,4,24355
Colore della Pasta::giallo intenso con alone centrale,Colore della Pasta,Giallo intenso con alone centrale,4,24356
Colore della Pasta::grana fine frattura regolare,Colore della Pasta,Grana fine frattura regolare,4,24357
Profumo::non equilibrato brodo vegetale dominante,Profumo,"non equilibrato, brodo vegetale dominante",4,25502
Profumo::burro fuso burro leggera crosta pungente,Profumo,"burro fuso, burro, leggera crosta pungente",4,25503
Profumo::difetto biscotto tostato,Profumo,"difetto, biscotto tostato",4,25508
Profumo::odore i latticini freschi + e verdura lessata,Profumo,odore i latticini freschi + e verdura lessata -,4,25509
Profumo::leggero per fortuna perché' percepisco una nota fecale,Profumo,leggero. per fortuna perché' percepisco una nota fecale,4,25510
Profumo::tostatura eccessiva gomma bruciata,Profumo,"tostatura eccessiva, gomma bruciata",4,25511
Sapore::umami troppo evidente,Sapore,umami troppo evidente,4,25513
Sapore::equilibrato tra le diverse note,Sapore,"equilibrato tra le diverse note,",4,25514
Sapore::latte fresco,Sapore,latte fresco,4,25516
Sapore::salato leggermente piccante sulla lingua,Sapore,"salato, leggermente piccante sulla lingua",4,25517
Sapore::non piccante con percezione dolce,Sapore,"non piccante, con percezione dolce",4,25520
Sapore::anche dolce,Sapore,anche dolce,4,25521
Sapore::anonimo con amaro,Sapore,anonimo con amaro...,4,25522
Aroma::poco caratteristico sedano brodo vegetale,Aroma,"poco caratteristico, sedano, brodo vegetale",4,25524
Aroma::sempre quella nota da crosta di formaggio,Aroma,sempre quella nota da crosta di formaggio,4,25525
Aroma::ricorda il nostrano,Aroma,ricorda il nostrano,4,25528
Aroma::erbe amare,Aroma,erbe amare,16,25529
Aroma::sentore di lessato leggerissimo ma non piacevole,Aroma,sentore di lessato leggerissimo ma non piacevole,4,25531
Aroma::continua a puzzare,Aroma,continua a puzzare,4,25532
Aroma::non piacevole strano,Aroma,"non piacevole, strano",4,25533
Texture::granulosa e solubile,Texture,granulosa e solubile,4,25535
Texture::buon equilibrio tra microstruttura e cristalli,Texture,"buon equilibrio tra microstruttura e cristalli,",4,25536
Texture::granuloso asciutto cristalli lascia un poco di residuo,Texture,granuloso asciutto cristalli lascia un poco di residuo,4,25537
Texture::duro e poco solubile,Texture,duro e poco solubile,4,25539
Texture::grana fine asciutto pastoso,Texture,"grana fine, asciutto, pastoso,",4,25542
Texture::friabile non asciutto non impasta,Texture,"friabile, non asciutto, non impasta",4,25543
Texture::asciutto poco equilibrio tra umidità/solubil/friabilità,Texture,asciutto......poco equilibrio tra umidità/solubil/friabilità;,4,25544
Texture::scarsa soprattutto impercettibili i cristalli di tirosina,Texture,scarsa;soprattutto impercettibili i cristalli di tirosina,4,25545
Spessore della Crosta::spessore medio 9mm spigoli media 15mm,Spessore della Crosta,Spessore medio 9mm Spigoli media 15mm,4,25546
Spessore della Crosta::11 ma colore sottoscritta aranciato,Spessore della Crosta,11 ma colore sottoscritta aranciato,4,25547
Spessore della Crosta::abbondante lateralmente,Spessore della Crosta,Abbondante lateralmente,4,25549
Spessore della Crosta::fine sei piatti più marcata sugli scalzi,Spessore della Crosta,Fine sei piatti più marcata sugli scalzi,4,25551
Spessore della Crosta::10 più intenso su un piatto,Spessore della Crosta,10 più intenso su un piatto,4,25553
Struttura della Pasta::mista granulosa/ruvida più penalizzata al centro,Struttura della Pasta,Mista Granulosa/ruvida più penalizzata al centro,4,25557
Struttura della Pasta::zona sotto un piatto con frattura grana media,Struttura della Pasta,Zona sotto un piatto con frattura grana media,4,25558
Struttura della Pasta::omogenea e grintosa frattura buona,Struttura della Pasta,Omogenea e grintosa. Frattura buona,4,25559
Struttura della Pasta::buona struttura,Struttura della Pasta,Buona struttura,4,25560
Struttura della Pasta::striature centrali crepa vicino scalzo,Struttura della Pasta,"Striature centrali,crepa vicino scalzo",4,25561
Struttura della Pasta::grana regolare sfoglie sottocrosta,Struttura della Pasta,Grana regolare ... Sfoglie sottocrosta,4,25562
Struttura della Pasta::leggermente stirata fratturata sotto il piatto frattura abbastanza regolare,Struttura della Pasta,"Leggermente stirata, fratturata sotto il piatto, frattura abbastanza regolare",4,25563
Struttura della Pasta::grana grossolana non omogenea sotto un piatto strappi,Struttura della Pasta,"Grana grossolana, non omogenea, sotto un piatto strappi",4,25564
Struttura della Pasta::bella frattura struttura granulosa con presenza di piccole sfoglie e zone meno profilate,Struttura della Pasta,"Bella frattura, struttura granulosa con presenza di piccole sfoglie e zone meno profilate",4,25565
Struttura della Pasta::bella presenza di grana frattura omogenea qualche taglio,Struttura della Pasta,"Bella presenza di grana, frattura omogenea, qualche taglio..",4,25566
Struttura della Pasta::punto bagnato grana bella uniforme qualche fessura verso un piatto,Struttura della Pasta,Punto bagnato grana bella uniforme qualche fessura verso un piatto,4,25567
Colore della Pasta::alone carico al centro,Colore della Pasta,Alone carico al centro,8,25568
Colore della Pasta::carico con fascia più chiara sotto un piatto,Colore della Pasta,Carico con fascia più chiara sotto un piatto,4,25569
Colore della Pasta::carico per lo più 1 piatto e due scalzi più chiari,Colore della Pasta,Carico per lo più. 1 piatto e due scalzi più chiari,4,25570
Colore della Pasta::non omogeneo lateralmente,Colore della Pasta,Non omogeneo lateralmente,4,25571
Colore della Pasta::colore marcato al centro,Colore della Pasta,Colore marcato al centro,4,25573
Colore della Pasta::alone più scuro non marcato,Colore della Pasta,Alone più scuro non marcato,4,25574
Colore della Pasta::più chiaro sotto un piatto alone tendente al rosa,Colore della Pasta,"Più chiaro sotto un piatto, alone tendente al rosa",4,25575
Colore della Pasta::tendenzialmente carico,Colore della Pasta,Tendenzialmente carico.,4,25577
Profumo::intenso equilibrato piacevoli note lattiche cotte e di brodo,Profumo,"intenso, equilibrato, piacevoli note lattiche cotte e di brodo",4,25579
Profumo::leggero sentore di ossidato e di erba fermentata,Profumo,leggero sentore di ossidato e di erba fermentata,4,25583
Profumo::sentore di panna burro,Profumo,"sentore di panna, burro",4,25585
Profumo::leggero odore di stalla,Profumo,leggero odore di stalla,4,25586
Profumo::latte/grana e un poco fruttato ma non intensi i profumi,Profumo,latte/grana e un poco fruttato.. ma non intensi i profumi,4,25588
Profumo::vegetali fermentato,Profumo,vegetali fermentato,4,25589
Sapore::dolce sapido sapidità' contenuta carente di piccantezza umami ok,Sapore,"dolce sapido, sapidità' contenuta, carente di piccantezza, umami ok",4,25590
Sapore::eccesso di umami e salto,Sapore,"eccesso di umami, e salto",4,25591
Sapore::leggermente amaro salato,Sapore,leggermente amaro salato,4,25592
Sapore::salato leggermente piccante alla fine,Sapore,"salato, leggermente piccante alla fine",4,25595
Sapore::non equi salato amaro,Sapore,non equi salato amaro,4,25596
Sapore::piccante e amarognolo,Sapore,piccante e amarognolo,4,25597
Aroma::meno complesso che al naso un poco piatto burro fuso e brodo,Aroma,"meno complesso che al naso, un poco piatto, burro fuso e brodo",4,25601
Aroma::umami,Aroma,umami,4,25602
Aroma::aroma di fermentato,Aroma,aroma di fermentato,4,25605
Aroma::crosta di pane latte cotto,Aroma,"crosta di pane, latte cotto",4,25606
Aroma::stalla e crosta,Aroma,stalla e crosta,4,25608
Aroma::medio forse ricorda altri formaggi rispetto al retrogusto grana,Aroma,medio... forse ricorda altri formaggi rispetto al retrogusto grana,4,25610
Texture::ancora un poco umida umida ma solubile compatta mediamente granulosa,Texture,"ancora un poco umida umida ma solubile, compatta, mediamente granulosa",4,25612
Texture::poco microcristalli m aun p di grana,Texture,poco microcristalli m aun p; di grana,4,25613
Texture::pastoso asciutto poco sol qualche crist,Texture,pastoso asciutto poco sol qualche crist,4,25614
Texture::pastoso e poco solubile consistenza molle sotto i denti,Texture,pastoso e poco solubile. consistenza molle sotto i denti;,4,25616
Texture::granuloso finale,Texture,granuloso finale,4,25617
Texture::moderatamente duro pastoso e asciutto granuloso,Texture,"moderatamente duro, pastoso e asciutto, granuloso",4,25619
Texture::microcristalli un pochetto morbido,Texture,microcristalli. un pochetto morbido,4,25620
Texture::durezza elevata buona presenza di granuli umidità' a posto,Texture,"durezza elevata, buona presenza di granuli, umidità' a posto...",4,25621
Spessore della Crosta::spessore medio 7mm spigoli da 10 a 15mm,Spessore della Crosta,Spessore medio 7mm Spigoli da 10 a 15mm,4,25623
Spessore della Crosta::lateralmente superiore al cm sul piatti regolare,Spessore della Crosta,Lateralmente superiore al cm sul piatti regolare,4,25626
Spessore della Crosta::più intenso sotto uno scalzo e un piatto,Spessore della Crosta,Più intenso sotto uno scalzo e un piatto,4,25630
Spessore della Crosta::leggermente più spessa della media,Spessore della Crosta,Leggermente Più spessa della media,4,25631
Spessore della Crosta::spigoli pronunciati sopra il cm,Spessore della Crosta,Spigoli pronunciati sopra il cm,4,25633
Struttura della Pasta::mista tra regolare e simil stirata al centro ma non da penalizzare,Struttura della Pasta,Mista tra regolare e simil stirata al centro ma non da penalizzare,4,25634
Struttura della Pasta::frattura regolare microochiatura inf mm struttura irregolare centrale stirata sotto lo scalzo zona spugnosa qualche frattura perle evidenti,Struttura della Pasta,Frattura regolare microochiatura inf mm struttura irregolare centrale stirata sotto lo scalzo zona spugnosa qualche frattura perle evidenti,4,25635
Struttura della Pasta::stiratura centrale a fasci grossi,Struttura della Pasta,Stiratura centrale a fasci grossi,4,25636
Struttura della Pasta::poca struttura molto pressareta,Struttura della Pasta,Poca struttura molto pressareta,4,25637
Struttura della Pasta::striature centrali con microocchiatura,Struttura della Pasta,Striature centrali con Microocchiatura,4,25638
Struttura della Pasta::setata,Struttura della Pasta,Setata??,4,25639
Struttura della Pasta::stirata e fratturata saponosa,Struttura della Pasta,"Stirata e fratturata, saponosa",4,25640
Struttura della Pasta::frattura regolare grana bella a tratti in altri un poco' stirata frattura area spugnosa sotto uno scalzo,Struttura della Pasta,"Frattura regolare, grana bella a tratti, in altri un poco' stirata, frattura, area spugnosa sotto uno scalzo",4,25641
Struttura della Pasta::presenza di piccola sfoglia grana poco profilata e struttura stirata al centro,Struttura della Pasta,"Presenza di piccola sfoglia, grana poco profilata e struttura stirata al centro",4,25642
Struttura della Pasta::stirato con grana grossa spaccatura frattura omogenea,Struttura della Pasta,"Stirato con grana grossa, spaccatura, frattura omogenea",4,25643
Struttura della Pasta::stirata occhi fini grana grossolana fessura al centro spugna di occhi su un lato,Struttura della Pasta,Stirata occhi fini grana grossolana fessura al centro spugna di occhi su un lato,4,25644
Colore della Pasta::alone centrale non carico ma evidentemente,Colore della Pasta,Alone centrale non carico ma evidentemente,4,25645
Colore della Pasta::chiaro con zona bianca sotto lo scalzo alone centrale,Colore della Pasta,Chiaro con zona bianca sotto lo scalzo alone centrale,4,25646
Colore della Pasta::appena più carico al centro verso uno scalzo paglierino chiarissimo,Colore della Pasta,Appena più carico al centro. Verso uno scalzo paglierino chiarissimo.,4,25647
Colore della Pasta::macchia più scura al centro,Colore della Pasta,Macchia più scura al centro,4,25648
Colore della Pasta::leggeri alone più carico in centro,Colore della Pasta,Leggeri alone più carico in centro,4,25651
Colore della Pasta::più chiaro sotto uno scalzo leggero alone,Colore della Pasta,"Più chiaro sotto uno scalzo, leggero alone",4,25652
Colore della Pasta::tende al chiaro è omogeneo,Colore della Pasta,Tende al chiaro è omogeneo,4,25654
Colore della Pasta::giallo tende al carico non uniforme,Colore della Pasta,Giallo tende al carico non uniforme,4,25655
Profumo::non particolarmente intenso piatto note animali e di paglia a tratti di acqua ristagnante,Profumo,"non particolarmente intenso, piatto, note animali e di paglia, a tratti di acqua ristagnante",4,25656
Profumo::burrro fuso latte,Profumo,"burrro fuso, latte",4,25657
Profumo::profumo molto delicato quasi impercettibile,Profumo,"profumo molto delicato, quasi impercettibile.",4,25660
Profumo::panna vaniglia frutta farina,Profumo,"panna, vaniglia, frutta, farina",4,25661
Profumo::crosta e cotto,Profumo,crosta e cotto,4,25663
Profumo::una nota di stalla formaggio cotto tanto e burro discreta l intensità,Profumo,"una nota di stalla, formaggio cotto, tanto, e burro. discreta l-intensità",4,25664
