dedup_key,attribute,caption_pre,caption_clean,frequency,sample_row_id,error
Colore della Pasta::zone rosa e grigine,Colore della Pasta,Zone rosa e grigine,Pasta con zone rosate e grigiastre.,4,47573,
Colore della Pasta::fascia scura sotto un piatto fascia chiara sotto l’altro,Colore della Pasta,"Fascia scura sotto un piatto, fascia chiara sotto l’altro",Pasta con fascia scura e fascia chiara in zone diverse.,4,51196,
Colore della Pasta::evidenti striscia rosa,Colore della Pasta,Evidenti striscia rosa,Pasta con evidenti striscie rosate.,4,33819,
Colore della Pasta::colore molto chiaro con qualche leggerissima macchia rosa,Colore della Pasta,Colore molto chiaro con qualche leggerissima macchia rosa,Pasta di colore molto chiaro con qualche leggerissima macchia rosa.,8,29539,
Colore della Pasta::molto carico e forse 1 macchia rosata,Colore della Pasta,Molto carico e forse 1 macchia rosata,Pasta di colore molto carico con macchia rosata.,4,30708,
Colore della Pasta::centro più carico,Colore della Pasta,Centro più carico,Pasta con centro più carico.,4,7995,
Colore della Pasta::ad aree,Colore della Pasta,Ad aree...,Pasta a colori distribuiti per aree.,4,37549,
Colore della Pasta::più scuro al centro presenza di un alone rosa,Colore della Pasta,"Più scuro al centro, presenza di un alone rosa",Pasta più scura al centro con presenza di alone rosato.,4,22339,
Colore della Pasta::leggero alone,Colore della Pasta,Leggero alone,Pasta con leggero alone.,20,11584,
Colore della Pasta::intensa con alone,Colore della Pasta,Intensa con alone,Pasta di colore intenso con alone.,4,9402,
Colore della Pasta::paglierina,Colore della Pasta,Paglierina,Pasta di colore paglierina.,4,1763,
Colore della Pasta::lieve più carico in zona centrale,Colore della Pasta,Lieve più carico in zona centrale,Pasta con colorazione più carica nella zona centrale.,4,11372,
Colore della Pasta::zona rosa centrale e mtv chiara sugli angoli,Colore della Pasta,Zona rosa centrale e Mtv chiara sugli angoli,Pasta con zona rosa centrale e colore chiaro negli angoli.,4,9401,
Colore della Pasta::tendenzialmente carico,Colore della Pasta,Tendenzialmente carico.,Pasta di colore tendenzialmente carico.,4,25577,
Colore della Pasta::omogeneo non molto carico,Colore della Pasta,Omogeneo non molto carico,Pasta di colore omogeneo non molto carico.,8,21881,
Colore della Pasta::alone centrale molto più scuro,Colore della Pasta,Alone centrale molto più scuro,Pasta con alone centrale molto scuro.,4,15982,
Colore della Pasta::macchie rosa colore chiaro alone centrale più scuro,Colore della Pasta,Macchie rosa colore chiaro alone centrale più scuro,"Pasta con macchie rosa, colore chiaro e alone centrale più scuro.",4,5533,
Colore della Pasta::alone molto grande,Colore della Pasta,Alone molto grande,Pasta con alone molto grande.,4,37,
Colore della Pasta::eccessivamente carico,Colore della Pasta,Eccessivamente carico,Pasta di colore eccessivamente carico.,4,27768,
Colore della Pasta::alone centrale rosato e striscia rosa abbastanza marcata sempre al centro,Colore della Pasta,"Alone centrale rosato e striscia rosa abbastanza marcata, sempre al centro",Pasta con alone centrale rosato e striscia rosa abbastanza marcata al centro.,4,1288,
Colore della Pasta::macchie,Colore della Pasta,Macchie,Pasta con macchie.,4,26187,
Colore della Pasta::taglio molto inregolare,Colore della Pasta,Taglio molto inregolare,NON_DESCRITTO,4,34437,
Colore della Pasta::un poco' più chiaro verso un piatto,Colore della Pasta,Un poco' più chiaro verso un piatto,Pasta più chiara verso il piatto.,4,7533,
Colore della Pasta::paglierino ove chiaro,Colore della Pasta,Paglierino ove chiaro,Pasta paglierina nelle zone più chiare.,4,3306,
Colore della Pasta::paglierino carico quasi giallo con alone grigio verde,Colore della Pasta,"Paglierino carico, quasi giallo con alone grigio verde","Pasta di colore paglierino carico, quasi giallo, con alone grigio verde.",4,9909,
Colore della Pasta::colore carico tendente al grigio in centro,Colore della Pasta,Colore carico tendente al grigio in centro,Pasta di colore carico tendente al grigio nella zona centrale.,4,18397,
Colore della Pasta::chiara,Colore della Pasta,Chiara,Pasta di colore chiaro.,4,20163,
Colore della Pasta::leggero alone colore tendente chiaro,Colore della Pasta,Leggero alone colore tendente chiaro,Pasta con leggero alone e colore tendente al chiaro.,2,46952,
Colore della Pasta::giallo carico un piatto più chiaro,Colore della Pasta,"Giallo carico,un piatto più chiaro",Pasta di colore giallo carico con una parte più chiara.,4,47402,
Colore della Pasta::leggera sfumatura rosata,Colore della Pasta,Leggera sfumatura rosata,Pasta con leggera sfumatura rosata.,4,23934,
Colore della Pasta::alone centrale più scuro non omogeneo,Colore della Pasta,Alone centrale più scuro Non omogeneo,Pasta con alone centrale più scuro e colore non omogeneo.,2,46947,
Colore della Pasta::una piccola macchia rossa,Colore della Pasta,Una piccola macchia rossa,Pasta con piccola macchia rossa.,10,2164,
Colore della Pasta::verso uno degli scalzi vira verso il rosato marrone,Colore della Pasta,Verso uno degli scalzi vira verso il rosato marrone,Pasta con viraggio verso tonalità rosato-marrone verso gli scalzi.,4,51107,
Colore della Pasta::macchia rosa centrale abbastanza grande,Colore della Pasta,Macchia rosa centrale abbastanza grande,Pasta con macchia rosa centrale abbastanza grande.,4,464,
Colore della Pasta::chiaro ed omogeneo,Colore della Pasta,Chiaro ed omogeneo,Pasta di colore chiaro e omogeneo.,8,9228,
Colore della Pasta::colorazione chiara leggermente allonato al centro,Colore della Pasta,Colorazione chiara leggermente allonato al centro,"Pasta di colorazione chiara, leggermente allungata al centro.",4,24278,
Colore della Pasta::paglierino carico rossastra negli angoli,Colore della Pasta,"Paglierino carico, rossastra negli angoli","Pasta di colore paglierino carico, tendente al rossastro negli angoli.",4,35613,
Colore della Pasta::intenso ed omogeneo,Colore della Pasta,Intenso ed omogeneo,Pasta di colore intenso e omogeneo.,4,16943,
Colore della Pasta::paglierino molto scarico con riflessi grigi,Colore della Pasta,Paglierino molto scarico con riflessi grigi,Pasta paglierina molto scarica con riflessi grigi.,4,41134,
Colore della Pasta::carico non omogeneo,Colore della Pasta,Carico non omogeneo,Pasta di colore carico e non omogeneo.,4,15530,
Colore della Pasta::macchia rosa,Colore della Pasta,Macchia rosa?,Pasta con macchia rosata.,4,22337,
Colore della Pasta::numerose e grosse macchie rosate,Colore della Pasta,Numerose e grosse macchie rosate,Pasta con numerose e grosse macchie rosate.,4,50180,
Colore della Pasta::paglierino con riflessi grigi,Colore della Pasta,Paglierino con riflessi grigi,Pasta paglierina con riflessi grigi.,4,41414,
Colore della Pasta::colore un poco' carico ma omogeneo,Colore della Pasta,Colore un poco' carico ma omogeneo,Pasta di colore leggermente carico e omogeneo.,4,11375,
Colore della Pasta::grande alone centrale scuro,Colore della Pasta,Grande alone centrale scuro,Pasta con grande alone centrale scuro.,4,30762,
Colore della Pasta::alone e zone rosate,Colore della Pasta,Alone e zone rosate,Pasta con alone e zone rosate.,4,33896,
Colore della Pasta::bianco grigio,Colore della Pasta,Bianco grigio,Pasta di colore bianco grigio.,4,49397,
Colore della Pasta::paglierino carico con alone centrale,Colore della Pasta,Paglierino carico con alone centrale,Pasta di colore paglierino carico con alone centrale.,2,46370,
Colore della Pasta::giallo carico saturo e sfumature verdognole,Colore della Pasta,Giallo carico saturo e sfumature verdognole,Pasta di colore giallo carico saturo con sfumature verdognole.,4,1432,
Colore della Pasta::colore non uniforme alone più scuro,Colore della Pasta,Colore non uniforme alone più scuro,Pasta con colore non uniforme e alone più scuro.,4,20605,
Colore della Pasta::carico di giallo bel colore da sbrinz,Colore della Pasta,Carico di giallo. Bel colore da sbrinz,Pasta di colore giallo carico.,4,30807,
Colore della Pasta::poco omogenea,Colore della Pasta,Poco omogenea,Pasta con colore poco omogeneo.,4,35491,
Colore della Pasta::paglierino ai bordi ma carico al centro anche se non molto giallo,Colore della Pasta,"Paglierino ai bordi, ma carico al centro, anche se non molto giallo","Pasta paglierina ai bordi e di colore carico al centro, non molto gialla.",4,15980,
Colore della Pasta::colore molto carico verso il centro,Colore della Pasta,Colore molto carico verso il centro,Pasta di colore molto carico verso il centro.,4,11650,
Colore della Pasta::volte dal giallo verde al giallo carico alone,Colore della Pasta,"Volte dal giallo verde al giallo carico, alone",Pasta con sfumature dal giallo verde al giallo carico e alone.,4,13755,
Colore della Pasta::voto basso per colpa della frattura con evidente colore rosa altrimenti voto alto,Colore della Pasta,"Voto basso per colpa della frattura con evidente colore rosa, altrimenti voto alto",Pasta con frattura di colore rosa.,5,1481,
Colore della Pasta::al centro giallo carico più leggero verso l'esterno,Colore della Pasta,"Al centro giallo carico, più leggero verso l'esterno","Pasta di colore giallo carico al centro, tendente al più leggero verso l'esterno.",4,27762,
Colore della Pasta::leggero alone centrale e un poco scuro,Colore della Pasta,Leggero alone centrale e un Poco scuro,Pasta con leggero alone centrale e colore leggermente scuro.,4,9320,
Colore della Pasta::struttura della pasta grande zona spugnosa colore della pasta omogeneamente paglierino scarico,Colore della Pasta,Struttura della pasta: Grande zona spugnosa Colore della pasta: omogeneamente paglierino scarico,Pasta di colore omogeneamente paglierino scarico.,4,13199,
Colore della Pasta::anello sottocrosta chiaro,Colore della Pasta,Anello sottocrosta chiaro,Pasta con anello sottocrosta di colore chiaro.,4,44183,
Colore della Pasta::colore molto carico ma omogeneo,Colore della Pasta,Colore molto carico ma omogeneo,Pasta di colore molto carico e omogeneo.,4,27835,
Colore della Pasta::solo più carico il centro,Colore della Pasta,Solo più carico il centro,Pasta con colore più carico al centro.,4,44849,
Colore della Pasta::lateralmente più chiara,Colore della Pasta,Lateralmente più chiara,Pasta più chiara lateralmente.,4,44687,
Colore della Pasta::giallo carico con alone più scuro non molto omogeneo,Colore della Pasta,Giallo carico con alone più scuro non molto omogeneo,Pasta di colore giallo carico con alone più scuro e disomogeneo.,4,18943,
Colore della Pasta::chiara uniforme macchie risa,Colore della Pasta,Chiara uniforme macchie risa,Pasta di colore chiaro uniforme con macchie rosate.,4,40308,
Colore della Pasta::non omogeneo più marcato nel centro sottocrosta più chiaro,Colore della Pasta,Non omogeneo più marcato nel centro Sottocrosta più chiaro,"Pasta con colore non omogeneo, più marcato nel centro e più chiaro in sottocrosta.",4,35489,
Colore della Pasta::alone centrale bruno evidente,Colore della Pasta,Alone centrale bruno evidente,Pasta con alone centrale bruno evidente.,8,29091,
Colore della Pasta::alone carico centrale,Colore della Pasta,Alone carico centrale,Pasta con alone carico centrale.,12,31819,
Colore della Pasta::sfumata e diversa da un piatto all'altro,Colore della Pasta,Sfumata e diversa da un piatto all'altro,Pasta con sfumature di colore diverse da una zona all'altra.,4,9486,
Colore della Pasta::leggermente carico più al centro,Colore della Pasta,Leggermente carico più al centro,Pasta di colore leggermente carico al centro.,4,7526,
Colore della Pasta::qualche piccola macchia rosata leggera leggera su sfondo chiaro,Colore della Pasta,Qualche piccola macchia rosata leggera leggera su sfondo chiaro,Pasta con qualche piccola macchia rosata su sfondo chiaro.,4,13196,
Colore della Pasta::più chiara verso gli scalzi,Colore della Pasta,Più chiara verso gli scalzi,Pasta più chiara verso gli scalzi.,4,7451,
Colore della Pasta::carico non accentuato,Colore della Pasta,Carico non accentuato,Pasta di colore carico non accentuato.,4,40369,
Colore della Pasta::bianco pallido alone,Colore della Pasta,Bianco pallido alone,Pasta con alone bianco pallido.,4,51676,
Colore della Pasta::gialla con alone,Colore della Pasta,Gialla con alone,Pasta di colore gialla con alone.,4,41408,
Colore della Pasta::presenza di ingresso di muffa laterale,Colore della Pasta,Presenza di ingresso di muffa laterale,Pasta con muffa laterale.,4,48987,
Colore della Pasta::leggero alone verso un piatto,Colore della Pasta,Leggero alone verso un piatto,Pasta con leggero alone verso il piatto.,4,878,
Colore della Pasta::fascia più scura su un piatto,Colore della Pasta,Fascia più scura su un piatto,Pasta con fascia più scura su fondo più chiaro.,4,37545,
Colore della Pasta::grossa macchia scura in centro irregolare,Colore della Pasta,"Grossa macchia scura in centro, irregolare",Pasta con macchia scura irregolare al centro.,4,5086,
Colore della Pasta::fascia più scura tendente al rosato a 5 cm disputati,Colore della Pasta,Fascia più scura tendente al rosato a 5 cm disputati,Pasta con fascia più scura tendente al rosato.,4,36951,
Colore della Pasta::chiaro alone centrale macchie rosa,Colore della Pasta,Chiaro alone centrale macchie rosa,Pasta con chiaro alone centrale e macchie rosa.,4,30615,
Colore della Pasta::chiaro e omogeneo,Colore della Pasta,Chiaro e omogeneo,Pasta di colore chiaro e omogeneo.,4,18786,
Colore della Pasta::chiaro abbastanza uniforme,Colore della Pasta,Chiaro abbastanza uniforme,Pasta di colore chiaro e abbastanza uniforme.,4,26117,
Colore della Pasta::carico maggiormente al centro,Colore della Pasta,"Carico, maggiormente al centro","Pasta di colore carico, maggiormente al centro.",4,30709,
Colore della Pasta::più chiaro verso gli scalzi più carico al centro,Colore della Pasta,"Più chiaro verso gli scalzi, più carico al centro.",Pasta più chiara verso gli scalzi e più carico al centro.,4,26190,
Colore della Pasta::più scura verso un piatto,Colore della Pasta,Più scura verso un piatto,Pasta più scura verso il piatto.,4,35735,
Colore della Pasta::appena appena più carico al centro,Colore della Pasta,Appena appena più carico al centro,Pasta con colore appena più carico al centro.,4,18475,
Colore della Pasta::giallo medio ma aree grigie verdi,Colore della Pasta,Giallo medio ma aree grigie verdi!!!,Pasta di colore giallo medio con aree grigie e verdognole.,4,18944,
Colore della Pasta::molto intenso,Colore della Pasta,Molto intenso,Pasta di colore molto intenso.,4,20226,
Colore della Pasta::chiaro alone centrale,Colore della Pasta,Chiaro alone centrale,Pasta con alone centrale chiaro.,4,20542,
Colore della Pasta::zona scura al centro,Colore della Pasta,Zona scura al centro,Pasta con zona scura al centro.,4,44186,
Colore della Pasta::diversa fra i piatti,Colore della Pasta,Diversa fra i piatti,Pasta di colore diverso tra i piatti.,4,16866,
Colore della Pasta::troppo carico,Colore della Pasta,Troppo carico,Pasta di colore troppo carico.,4,42770,
Colore della Pasta::non molto chiaro ma abbastanza omogeneo,Colore della Pasta,Non molto chiaro ma abbastanza omogeneo,Pasta non molto chiara ma abbastanza omogenea.,4,37378,
Colore della Pasta::alone nella zona con maggiore occhiatura,Colore della Pasta,Alone nella zona con maggiore occhiatura,Pasta con alone nella zona con maggiore occhiatura.,4,5993,
Colore della Pasta::colore dal giallo chiaro leggermente grigio al giallo medio,Colore della Pasta,"Colore dal giallo chiaro, leggermente grigio, al giallo medio",Pasta di colore dal giallo chiaro leggermente grigiastro al giallo medio.,4,42699,
Colore della Pasta::colore paglierino carico uniforme,Colore della Pasta,Colore paglierino carico uniforme,Pasta di colore paglierino carico uniforme.,4,7531,
Colore della Pasta::carico tendente al nocciola,Colore della Pasta,Carico tendente al nocciola,Pasta di colore carico tendente al nocciola.,4,41525,
Colore della Pasta::striscia più scura in corrispondenza di un piatto,Colore della Pasta,Striscia più scura in corrispondenza di un piatto,Pasta con striscia di colore più scuro in corrispondenza di un piatto.,2,46865,
Colore della Pasta::sfumatura scusa dai piatti verso l’interno più chiaro,Colore della Pasta,Sfumatura scusa dai piatti verso l’interno più chiaro,Pasta con sfumatura dai bordi verso l'interno più chiara.,4,50682,
Colore della Pasta::non troppo carico omogeneo,Colore della Pasta,"Non troppo carico, omogeneo","Pasta di colore non troppo carico, omogeneo.",4,13197,
Colore della Pasta::alone rosa,Colore della Pasta,Alone rosa,Pasta con alone rosa.,4,13757,
Colore della Pasta::piccolo alone centrale,Colore della Pasta,Piccolo alone centrale,Pasta con piccolo alone centrale.,4,49027,
Colore della Pasta::paglierino carico con numerosi cristalli,Colore della Pasta,Paglierino carico con numerosi cristalli,Pasta di colore paglierino carico.,4,9405,
Colore della Pasta::omogeneo tendente al paglierino,Colore della Pasta,Omogeneo tendente al paglierino,Pasta di colore omogeneo tendente al paglierino.,4,40441,
Colore della Pasta::tende al chiaro,Colore della Pasta,Tende al chiaro,Pasta tendente al colore chiaro.,4,49125,
Colore della Pasta::paglierino scarico con all'ufficio verdastri,Colore della Pasta,Paglierino scarico con all'ufficio verdastri,Pasta di colore paglierino scarico con riflessi verdastri.,4,41526,
Colore della Pasta::ho però il dubbio delle macchie rosa qui non le ho considerate,Colore della Pasta,Ho però il dubbio delle macchie rosa qui non le ho considerate,Pasta con macchie rosa.,4,50803,
Colore della Pasta::omogeneo paglierino chiaro,Colore della Pasta,Omogeneo paglierino chiaro,Pasta di colore paglierino chiaro e omogeneo.,4,42842,
Colore della Pasta::omogenea,Colore della Pasta,Omogenea,Pasta di colore omogeneo.,32,5988,
Colore della Pasta::giallo abbastanza carico con alone centrale,Colore della Pasta,Giallo abbastanza carico con alone centrale,Pasta di colore giallo abbastanza carico con alone centrale.,4,9904,
Colore della Pasta::macchia centrale marroncina,Colore della Pasta,Macchia centrale marroncina,Pasta con macchia centrale marroncina.,4,5084,
Colore della Pasta::fascia più chiara sotto 1 piatto,Colore della Pasta,Fascia più chiara sotto 1 piatto,Pasta con fascia più chiara nella zona sottostante il piatto.,4,50088,
Colore della Pasta::presenza di un alone rosa lungo tutto il piatto,Colore della Pasta,Presenza di un alone rosa lungo tutto il piatto,Pasta con alone rosato lungo tutto il piatto.,4,47234,
Colore della Pasta::dorato,Colore della Pasta,Dorato,Pasta di colore dorato.,4,42772,
Colore della Pasta::paglierino centralmente più carico,Colore della Pasta,Paglierino centralmente più carico,Pasta paglierina con colore più carico centralmente.,4,18330,
Colore della Pasta::carico quasi ossidato con due macchie rosa,Colore della Pasta,Carico quasi ossidato con due macchie rosa,Pasta di colore carico con due macchie rosa.,4,5532,
Colore della Pasta::più carico in certe zone,Colore della Pasta,Più carico in certe zone,Pasta di colore più carico in certe zone.,8,286,
Colore della Pasta::leggermente carico il giallo sebbene omogeneo,Colore della Pasta,Leggermente carico il giallo sebbene omogeneo,Pasta di colore giallo leggermente carico e omogeneo.,4,11518,
Colore della Pasta::paglierino chiaro omogeneamente distribuito,Colore della Pasta,Paglierino chiaro omogeneamente distribuito,Pasta di colore paglierino chiaro omogeneamente distribuito.,4,23937,
Colore della Pasta::saturo non troppo carico omogeneo,Colore della Pasta,"Saturo, non troppo carico. Omogeneo","Pasta di colore saturo, non troppo carico e omogeneo.",4,24140,
Colore della Pasta::alone leggermente rosato,Colore della Pasta,Alone leggermente rosato,Pasta con alone leggermente rosato.,4,3877,
Colore della Pasta::forse più chiaro dove è fitta la microocchiatura,Colore della Pasta,Forse più chiaro dove è fitta la microocchiatura,Pasta più chiara nelle zone di fitta microocchiatura.,4,51747,
Colore della Pasta::appena saturo appena più chiarimenti scalzi,Colore della Pasta,Appena saturo. Appena più chiarimenti scalzi,Pasta di colore appena saturo con scalzi leggermente più chiari.,4,37289,
Colore della Pasta::alone centrale leggermente rosato,Colore della Pasta,Alone centrale leggermente rosato,Pasta con alone centrale leggermente rosato.,4,9399,
Colore della Pasta::fascia rosa arancio sotto un piatto parte centrale,Colore della Pasta,Fascia rosa arancio sotto un piatto parte centrale,Pasta con fascia rosa arancio nella parte centrale sotto zona più chiara.,4,51050,
Colore della Pasta::pulita omogenea,Colore della Pasta,Pulita omogenea,Pasta di colore omogeneo.,4,33821,
Colore della Pasta::tendente al chiaro ma alone centrale,Colore della Pasta,Tendente al chiaro ma alone centrale,Pasta tendente al chiaro con alone centrale.,4,24286,
Colore della Pasta::strisce rosa su alone centrale,Colore della Pasta,Strisce rosa su alone centrale,Pasta con strisce rosa su alone centrale.,8,29092,
Colore della Pasta::giallo chiaro con alone centrale,Colore della Pasta,Giallo chiaro con alone centrale,Pasta di colore giallo chiaro con alone centrale.,8,9986,
Colore della Pasta::macchia rosa in prossimità di un piatto,Colore della Pasta,Macchia rosa in prossimità di un piatto,Pasta con macchia rosata in prossimità della frattura.,4,36952,
Colore della Pasta::molto bello,Colore della Pasta,Molto bello,NON_DESCRITTO,8,4906,
Colore della Pasta::alone centrale molto scuro zona laterale verde,Colore della Pasta,Alone centrale molto scuro zona laterale verde,Pasta con alone centrale molto scuro e zona laterale verdognola.,4,44774,
Colore della Pasta::colore al centro più scuro quasi tendente al rosato non bello da vedere,Colore della Pasta,"Colore al centro più scuro, quasi tendente al rosato. Non bello da vedere",Pasta con colore al centro tendente al rosato e più scuro.,4,34432,
Colore della Pasta::abbastanza omogeneo un poco' più scuro su un lato,Colore della Pasta,"Abbastanza Omogeneo, un poco' più scuro Su un lato","Pasta abbastanza omogenea, leggermente più scura su un lato.",4,35797,
Colore della Pasta::paglierino verso un piatto fino a metà scalzo appena più carico verso il cuore,Colore della Pasta,"Paglierino verso un piatto fino a metà scalzo, appena più carico verso il cuore","Pasta di colore paglierino tendente al chiaro verso la zona scalza, appena più carica verso il centro.",4,20537,
Colore della Pasta::giallo paglierino,Colore della Pasta,Giallo paglierino,Pasta di colore giallo paglierino.,4,40304,
Colore della Pasta::parte centrale più scura,Colore della Pasta,Parte centrale più scura,Pasta con parte centrale più scura.,4,44181,
Colore della Pasta::numerose macchie rosa colore disomogeneo,Colore della Pasta,"Numerose macchie rosa, colore disomogeneo",Pasta con numerose macchie rosate e colore disomogeneo.,4,44853,
Colore della Pasta::su una base chiara paglierina si diffonde un tono lievemente più carico al centro,Colore della Pasta,"Su una base chiara, paglierina, si diffonde un tono lievemente più carico al centro",Pasta di colore paglierino chiaro con tonalità lievemente più carica al centro.,4,12912,
Colore della Pasta::chiara sotto crosta e più scura centrale,Colore della Pasta,Chiara sotto crosta e più scura centrale,Pasta più chiara in sottocrosta e più scura al centro.,4,9905,
Colore della Pasta::omogenea paglierino più intenso,Colore della Pasta,Omogenea paglierino più intenso,Pasta di colore paglierino omogeneo e intenso.,2,46701,
Colore della Pasta::colore salmone,Colore della Pasta,Colore salmone,Pasta di colore rosato salmone.,4,51015,
Colore della Pasta::giallo paglierino abbastanza omogeneo non troppo carico lieve alone rosato poco visibile,Colore della Pasta,"Giallo paglierino abbastanza omogeneo, non troppo carico, lieve alone rosato poco visibile","Pasta di colore giallo paglierino abbastanza omogeneo, non troppo carico, con lieve alone rosato poco visibile.",4,12917,
Colore della Pasta::disomogenea e con alone,Colore della Pasta,Disomogenea e con alone,Pasta con colore disomogeneo e alone.,4,35856,
Colore della Pasta::pasta dal colore bruno,Colore della Pasta,Pasta dal colore bruno,Pasta di colore bruno.,4,31814,
Colore della Pasta::colore carico tendente al grigio più chiaro sotto un piatto,Colore della Pasta,Colore carico tendente al grigio più chiaro sotto un piatto,"Pasta di colore carico tendente al grigio, più chiara nella zona sotto il piatto.",4,42623,
Colore della Pasta::tendenzialmente carico più chiaro verso una faccia,Colore della Pasta,"Tendenzialmente carico,più chiaro verso una faccia","Pasta di colore tendenzialmente carico, più chiara verso una faccia.",4,42490,
Colore della Pasta::1/5 più chiaro del resto,Colore della Pasta,1/5 più chiaro del resto,Pasta con una zona più chiara rispetto al resto.,4,51481,
Colore della Pasta::alone spostato verso un piatto,Colore della Pasta,Alone spostato verso un piatto,Pasta con alone spostato verso un'area più chiara.,4,4066,
Colore della Pasta::paglierino pallido con velatura grigia,Colore della Pasta,Paglierino pallido con velatura grigia,Pasta di colore paglierino pallido con velatura grigia.,4,18869,
Colore della Pasta::rosa ai piatti e scalzi,Colore della Pasta,Rosa ai piatti e scalzi,Pasta con colorazione rosata ai bordi e alle zone scalze.,4,41354,
Colore della Pasta::non del tutto omogeneo,Colore della Pasta,Non del tutto omogeneo,Pasta di colore non del tutto omogeneo.,8,37460,
Colore della Pasta::giallo tendente al chiaro ma aree verdognole,Colore della Pasta,"Giallo tendente al chiaro, ma aree verdognole",Pasta di colore giallo tendente al chiaro con aree verdognole.,4,7382,
Colore della Pasta::leggermente più carico al centro per il resto bello,Colore della Pasta,"Leggermente più carico al centro, per il resto bello","Pasta di colore leggermente più carico al centro, uniforme nel resto.",4,37044,
Colore della Pasta::alone più scuro centrale,Colore della Pasta,Alone più scuro centrale,Pasta con alone centrale più scuro.,4,5841,
Colore della Pasta::colore tendente al grigio con fascia più chiara sotto un piatto,Colore della Pasta,Colore tendente al grigio con fascia più chiara sotto un piatto,Pasta di colore tendente al grigio con fascia più chiara sotto un piatto.,8,29599,
Colore della Pasta::colore abbastanza carico ed omogeneo presenza di aloni rosa,Colore della Pasta,"Colore abbastanza carico ed omogeneo, presenza di aloni rosa","Pasta di colore abbastanza carico ed omogeneo, con presenza di aloni rosa.",4,31971,
Colore della Pasta::carico alone centrale più scuro,Colore della Pasta,Carico alone centrale più scuro,Pasta con colore carico e alone centrale più scuro.,4,41413,
Colore della Pasta::media di un giallo saturo ma non carico presenta zone leggermente più chiare,Colore della Pasta,Media di un giallo saturo ma non carico. Presenta zone leggermente più chiare,Pasta di colore giallo saturo con zone leggermente più chiare.,4,21695,
Colore della Pasta::non omogenea più chiara al centro,Colore della Pasta,Non omogenea Più chiara al centro,"Pasta non omogenea, più chiara al centro.",4,23928,
Colore della Pasta::colore chiaro bianco sotto un piatto e macchie rosa,Colore della Pasta,Colore chiaro bianco sotto un piatto e macchie rosa,Pasta di colore chiaro bianco con macchie rosate.,4,7912,
Colore della Pasta::leggermente più carico al centro,Colore della Pasta,Leggermente più carico al centro,Pasta di colore leggermente più carico al centro.,4,17396,
Colore della Pasta::molto carico alone vs un piatto,Colore della Pasta,Molto carico alone vs un piatto,Pasta con alone molto carico rispetto al colore piatto della restante zona.,4,11659,
Colore della Pasta::alone centrale poco marcato,Colore della Pasta,Alone centrale poco marcato,Pasta con alone centrale poco marcato.,4,4652,
Colore della Pasta::colore rosato nella pasta attorno all'ago,Colore della Pasta,Colore rosato nella pasta attorno all'ago,Pasta con colorazione rosata attorno all'ago.,4,48905,
Colore della Pasta::tende a chiaro,Colore della Pasta,Tende a chiaro,Pasta di colore tendente al chiaro.,4,42841,
Colore della Pasta::macchie rosa non uniforme new al chiaro,Colore della Pasta,Macchie rosa non uniforme New al chiaro,"Pasta con macchie rosa e colorazione non uniforme, tendente al chiaro.",4,44858,
Colore della Pasta::colore molto carico verso uno scalzo,Colore della Pasta,Colore molto carico verso uno scalzo,Pasta di colore molto carico verso uno scalzo.,4,51192,
Colore della Pasta::tendenzialmente gialla chiara omogenea,Colore della Pasta,Tendenzialmente gialla chiara omogenea,Pasta di colore giallo chiaro omogeneo.,4,40377,
Colore della Pasta::alone più scuro non marcato,Colore della Pasta,Alone più scuro non marcato,"Pasta con alone non marcato, tendente al più scuro.",4,25574,
Colore della Pasta::chiara con deciso alone centrale,Colore della Pasta,Chiara con deciso alone centrale,Pasta di colore chiara con deciso alone centrale.,4,15984,
Colore della Pasta::colore carico ma uniforme leggermente più chiaro sotto1piatto,Colore della Pasta,Colore carico ma uniforme leggermente più chiaro sotto1piatto,"Pasta di colore carico e uniforme, leggermente più chiara nella zona sottocorticale.",4,44260,
Colore della Pasta::alone scuro centrale,Colore della Pasta,Alone scuro centrale,Pasta con alone centrale scuro.,8,30612,
Colore della Pasta::giallo disomogenea poco evidente,Colore della Pasta,Giallo disomogenea poco evidente,Pasta di colore giallo con disomogeneità poco evidente.,8,29158,
Colore della Pasta::rosa e nocciola nel centro,Colore della Pasta,Rosa e nocciola nel centro,Pasta con tonalità rosa e nocciola nella zona centrale.,4,5085,
Colore della Pasta::giallo abbastanza carico più chiaro vicino allo scalzo,Colore della Pasta,"Giallo abbastanza carico, più chiaro vicino allo scalzo","Pasta di colore giallo abbastanza carico, più chiara vicino allo scalzo.",2,46276,
Colore della Pasta::netto alone più fascia rosata molto evidente,Colore della Pasta,Netto alone più fascia rosata molto evidente,Pasta con netto alone e fascia rosata molto evidente.,4,47231,
Colore della Pasta::giallo tendenza intenso,Colore della Pasta,Giallo tendenza intenso,Pasta di colore giallo tendente all'intenso.,4,18406,
Colore della Pasta::alone centrale macchie rosa,Colore della Pasta,Alone centrale Macchie rosa,Pasta con alone centrale e macchie rosa.,4,7911,
Colore della Pasta::più scuro all interno,Colore della Pasta,Più scuro all interno,Pasta più scura nella parte interna.,4,17404,
Colore della Pasta::giallo paglierino omogeneo,Colore della Pasta,Giallo paglierino omogeneo,Pasta di colore giallo paglierino omogeneo.,4,35674,
